Machine,Date,count,vMean,vStd,count,vMean,vStd,count,vMean,vStd,count,vMean,vStd,count,vMean,vStd,count,vMean,vStd,count,vMean,vStd,count,vMean,vStd,count,vMean,vStd,count,vMean,vStd,count,vMean,vStd,count,vMean,vStd,count,vMean,vStd,count,vMean,vStd,count,vMean,vStd,count,vMean,vStd,count,vMean,vStd,count,vMean,vStd,count,vMean,vStd,count,vMean,vStd,count,vMean,vStd,count,vMean,vStd,count,vMean,vStd,count,vMean,vStd,count,vMean,vStd,count,vMean,vStd,count,vMean,vStd
M066_A1,2015/6/2,11,9723.023484,26506.18827,6,53.6318378,91.03638577,,,,,,,,,,1,,,9848,33.78574636,639.6021411,,,,45,7482.789831,17051.28159,99,3090.373546,11757.35423,6,57365.08021,70090.21866,7,188.5336953,111.3571805,2,20726.51602,0,13,18003.24961,32465.17836,153,2169.79672,9058.807693,573,583.671741,3203.289691,69,3800.507404,28774.29231,1446,237.7076561,2741.351739,3,36.5021295,7.7175615,,,,13,27262.20365,31377.54618,7,68.08893667,42.10002808,,,,,,,,,,,,,,,
M066_A1,2015/6/3,11,9723.023484,26506.18827,6,53.6318378,91.03638577,,,,,,,,,,1,,,10699,32.27270103,633.4362094,,,,40,8811.749072,18325.76717,64,3835.765568,10753.57546,5,36786.78522,63430.8073,8,4359.711533,10217.77746,,,,7,12675.02705,7253.193292,199,1735.649562,8205.842585,391,880.6662123,3942.791878,68,289.8191039,1490.674104,4393,76.85254987,1392.40247,3,36.5021295,7.7175615,,,,29,12266.42225,23561.85647,7,68.08893667,42.10002808,,,,,,,,,,,,,,,
M066_A1,2015/6/4,17,18359.60555,41263.96101,6,53.6318378,91.03638577,,,,,,,,,,3,145863.4876,128727.1869,12845,26.59057366,320.4476442,,,,63,5170.876307,10721.01365,80,3866.834577,9894.938346,5,36786.78522,63430.8073,9,12071.47928,22531.13705,,,,7,12675.02705,7253.193292,275,1170.053748,4597.227818,533,615.5646927,2163.611321,90,2302.018439,19387.69057,4510,69.92843511,864.2122883,3,36.5021295,7.7175615,,,,39,8358.464605,14689.65108,7,68.08893667,42.10002808,,,,,,,,,,,,,,,
M066_A1,2015/6/5,14,24209.96764,42712.34158,6,53.6318378,91.03638577,,,,,,,,,,6,19043.29982,9231.845383,12856,26.53031767,318.2128368,,,,58,5867.363013,11541.68036,88,3909.418759,9103.487909,4,165.016685,85.81253855,10,21206.73293,33449.50251,1,,,5,18883.85753,23711.54831,244,1388.30264,5161.627333,636,536.907531,1755.640894,88,2250.369756,19594.11198,4718,66.69849825,736.378739,15,20075.19216,67681.41702,,,,51,6340.280454,8925.616208,,,,,,,,,,,,,,,,,,
M066_A1,2015/6/6,13,16678.81335,23022.6321,,,,,,,,,,,,,6,19043.29982,9231.845383,12457,27.55954298,287.3602928,,,,52,6308.309173,11555.77833,97,3485.391024,8057.775537,1,,,3,80171.30783,14117.45432,7,25419.88374,50746.09448,17,10278.03993,17475.24454,241,1376.043307,5028.197382,709,484.9720318,1496.992319,23,10555.18553,48000.21804,3339,98.70298579,1271.646307,12,1555.163166,3268.532381,,,,61,5411.767133,7719.014527,,,,,,,,,,,,,,,,,,
M066_A1,2015/6/7,13,16678.81335,23022.6321,1,,,,,,,,,,,,6,19043.29982,9231.845383,11003,31.07397916,281.6592186,,,,49,7066.095995,12108.16446,75,4036.257924,7970.168816,46,2475.326464,15785.16218,3,134746.2971,40457.53497,7,25419.88374,50746.09448,24,8775.550562,15026.90674,200,1705.700782,5220.223767,610,557.155528,1644.125051,23,10555.18553,48000.21804,2857,104.2099744,1637.344018,12,1555.163166,3268.532381,,,,40,5773.476032,8659.005237,1,,,,,,,,,,,,,,,,,
M066_A1,2015/6/8,9,38738.31597,58414.56654,1,,,,,,,,,,,,5,59854.13651,77923.44989,15062,22.80484586,247.493475,,,,40,7914.448731,12265.63917,70,4726.268838,9478.46811,46,2475.326464,15785.16218,13,25496.3193,51534.54525,7,25419.88374,50746.09448,24,8775.550562,15026.90674,224,1519.9037,4908.986041,520,661.7799306,1836.849314,3,65360.61954,57653.94526,2824,119.6139061,2019.24573,12,1555.163166,3268.532381,,,,29,5552.78415,9700.152629,1,,,,,,,,,,,,,,,,,
M066_A1,2015/6/9,3,100079.681,81542.08183,1,,,,,,,,,,,,2,86662.22766,0,14703,23.33685717,345.4965031,,,,40,7612.838967,17143.65512,45,7408.633178,14743.58825,47,5360.706229,24867.61577,17,14295.36569,23684.91537,6,2743.59651,2217.050264,19,5166.458503,9717.449819,279,1145.556838,4384.55792,352,977.4885158,2818.000605,4,77313.83688,50017.43441,2933,109.4726922,1964.570332,,,,,,,15,3360.453369,4973.467933,1,,,,,,,,,,,,,,,,,
M066_A1,2015/6/10,2,18537.59913,0,1,,,,,,,,,,,,3,104011.9088,17349.6811,13760,24.5608757,435.6320172,,,,38,8106.44846,17486.97871,18,16588.96808,20757.77808,46,3098.092,19915.99944,17,14295.36569,23684.91537,1,,,8,48753.64597,107609.6696,269,1204.86933,4921.629174,145,2346.46082,4827.359175,3,54463.47291,46756.79863,2934,98.65850458,1626.451466,,,,,,,,,,1,,,,,,,,,,,,,,,,,
M066_A1,2015/6/11,3,130157.5552,111619.9561,,,,,,,,,,,,,4,108695.7753,15638.1425,13795,24.91590419,438.8759098,,,,32,10792.76774,20375.43754,19,17113.05989,30151.28764,1,,,16,9357.869066,14433.00375,2,524.334443,0,24,3402.238379,6088.009648,227,1512.883905,6317.544266,180,1891.59343,4443.821201,3,54463.47291,46756.79863,1249,235.6181672,2242.060593,,,,,,,,,,,,,,,,,,,,,,,,,,,
M066_A1,2015/6/12,2,95786.6029,0,,,,,,,,,,,,,3,119712.5491,1649.040773,8651,39.92009926,543.6347609,,,,20,12651.07853,15239.26177,22,13127.90102,25791.35575,1,,,5,17463.61741,17752.70908,4,57152.69381,58181.65003,33,4678.953812,8447.447323,137,2362.825716,8217.355111,222,1515.738725,4440.016616,1,,,1152,280.2545919,3160.358621,,,,,,,,,,,,,,,,,,,,,,,,,,,
M066_A1,2015/6/13,2,95786.6029,0,,,,,,,,,,,,,2,118063.5083,0,9234,37.29223317,406.7654413,,,,21,15350.48566,17023.06636,36,9719.020191,21081.85246,,,,,,,13,20375.79956,38425.29955,36,6437.272245,11299.43906,90,3606.286137,9357.644608,330,1042.902306,3168.369937,2,0.308007,0,907,379.2714564,3483.777689,,,,,,,,,,,,,,,,,,,,,,,,,,,
M066_A1,2015/6/14,2,95786.6029,0,1,,,,,,,,,,,,2,245545.2255,0,8689,39.62399964,314.7608329,,,,20,14797.81289,16337.40777,38,6895.680725,11628.68466,,,,1,,,12,22180.47821,39644.02691,37,8615.153189,20106.83693,75,3817.835102,9329.449972,360,897.1187709,2681.731468,2,0.308007,0,1074,321.318263,2968.038534,,,,,,,,,,,,,,,,,,,,,,,,,,,
M066_A1,2015/6/15,3,141749.1374,140995.7582,9,13793.28018,36467.69652,,,,,,,,,,1,,,10408,33.1888774,289.8414853,,,,23,11855.157,16734.55789,38,8273.234332,16366.88799,,,,1,,,11,10682.14015,16567.56462,14,18687.69338,30429.47384,81,3502.337878,9300.377855,311,1106.140947,3255.521513,2,0.308007,0,374,739.8893373,2171.273868,,,,,,,,,,,,,,,,,,,,,,,,,,,
M066_A1,2015/6/16,4,25616.67152,18211.57202,9,13793.28018,36467.69652,,,,,,,,,,1,,,10814,31.26778754,281.0033926,,,,24,13485.0186,22053.43891,30,10593.05105,17655.42153,,,,1,,,12,28367.68097,65503.79115,8,43785.02033,45680.992,80,3942.194928,11880.66547,264,1232.647476,2937.898861,2,0.308007,0,1720,194.0512614,965.0657202,,,,,,,,,,,,,,,,,,,,,,,,,,,
M066_A1,2015/6/17,5,27198.47173,16007.88219,9,13793.28018,36467.69652,,,,,,,,,,1,,,10080,33.79758833,340.2402069,,,,19,16558.14064,23581.26951,17,17024.44983,22991.35207,,,,1,,,4,38791.73911,43065.70638,7,44875.118,43003.73444,63,4807.208556,13179.3673,168,1982.482498,5003.836186,,,,2544,133.7589969,697.8955751,,,,,,,,,,,,,,,,,,,,,,,,,,,
M066_A1,2015/6/18,6,50849.72816,49421.9542,8,9.786789714,8.228787556,,,,,,,,,,4,16435.75763,14385.71492,8764,39.27728607,382.2309737,,,,19,17602.49266,24840.21396,15,19199.08101,30215.68406,,,,,,,4,38791.73911,43065.70638,5,38698.43967,33675.20245,61,5280.754403,14349.95275,142,2210.242829,5728.850887,,,,2980,115.7078393,669.1973632,,,,,,,,,,,,,,,,,,,,,,,,,,,
M066_A1,2015/6/19,5,74762.28909,47049.75575,,,,,,,,,,,,,5,34363.17583,33457.26476,9196,37.48967377,402.1927811,,,,22,14987.07783,17277.2619,15,24506.59707,35096.41286,,,,,,,4,38791.73911,43065.70638,6,51413.15007,39419.16856,97,3278.427417,9906.189559,123,2817.505737,7108.62107,,,,12018,27.1098073,306.2528639,,,,,,,,,,,,,,,,,,,,,,,,,,,
M066_A1,2015/6/20,3,117437.7165,28017.03742,,,,,,,,,,,,,6,33312.53502,29998.77058,8839,38.48343203,414.3639725,,,,52,5583.06193,12782.17841,11,26780.3961,39336.92522,,,,,,,1,,,3,63920.46622,38351.52543,285,1152.589681,5666.837515,95,3317.094937,7467.530957,,,,11229,29.33103242,510.0244964,,,,,,,,,,,,,,,,,,,,,,,,,,,
M066_A1,2015/6/21,3,116357.505,26936.82601,2,3594.634525,0,,,,,,,,,,7,43446.0352,35544.02424,10450,33.03918013,371.5903473,,,,61,5299.960242,13013.0578,46,6517.08045,17545.28254,,,,1,,,,,,1,,,329,969.5061305,4428.80726,301,1146.560212,4177.149979,2,0.443652,0,10379,32.42297563,617.0812326,,,,,,,,,,,,,,,,,,,,,,,,,,,
M066_A1,2015/6/22,3,136454.5795,6839.751515,2,3594.634525,0,,,,,,,,,,3,61611.75395,32501.78214,11564,29.74072217,418.9383422,,,,60,4574.711988,12085.38911,49,4170.042944,11445.61551,,,,3,59209.6083,15108.65952,,,,1,,,340,997.9617161,4246.05306,324,1051.914688,3673.131828,2,0.443652,0,11158,30.92375634,591.448189,,,,,,,,,,,,,,,,,,,,,,,,,,,
M066_A1,2015/6/23,2,129614.828,0,2,3594.634525,0,,,,,,,,,,3,121298.9003,27185.36419,9060,37.9480518,485.5841868,,,,51,6812.963817,19806.73976,46,7431.219204,26639.11041,,,,3,59209.6083,15108.65952,,,,,,,295,1158.676102,4893.086313,312,1096.670548,3844.141988,2,0.443652,0,3541,94.76560502,952.6322735,,,,,,,,,,,,,,,,,,,,,,,,,,,
M066_A1,2015/6/24,4,98939.25037,40550.64193,2,3594.634525,0,,,,,,,,,,2,148484.2645,0,7817,44.01652629,592.5996293,,,,20,17118.06539,27263.68763,44,5531.512313,25309.64874,,,,4,95742.06208,53117.05395,,,,,,,112,2975.279911,8213.781059,298,1123.921466,4406.163828,2,0.443652,0,4717,72.50417818,529.9660858,,,,,,,,,,,,,,,,,,,,,,,,,,,
M066_A1,2015/6/25,3,83601.46155,41961.75095,,,,,,,,,,,,,1,,,8998,38.37723662,539.8096317,,,,10,35028.55747,30910.8447,13,27680.14645,53974.96097,3,31.579818,14.598392,4,94120.65254,53815.9163,,,,,,,74,4451.445861,9782.145992,117,2905.591569,7077.990775,,,,7718,44.07361046,205.1273812,,,,,,,,,,,,,,,,,,,,,,,,,,,
M066_A1,2015/6/26,3,79471.63018,37831.91959,3,24065.98244,24056.64778,,,,,,,,,,1,,,10101,33.80117534,424.6858516,,,,12,25629.74946,14783.75456,16,16925.26801,30909.88851,3,31.579818,14.598392,2,69454.03918,0,2,2814.455207,0,2,51963.68761,0,67,4872.277423,10710.23593,136,2458.785522,6451.172848,,,,7791,44.31578194,251.5854885,,,,,,,1,,,,,,,,,,,,,,,,,,,,
M066_A1,2015/6/27,6,56881.13476,54826.24637,3,24065.98244,24056.64778,,,,,,,,,,,,,57534,5.979951878,162.0186808,,,,13,26402.01382,16411.32181,17,12932.11656,20040.032,3,31.579818,14.598392,4,80114.83816,67895.02004,2,2814.455207,0,2,51963.68761,0,68,5052.967034,11039.41895,151,2166.50829,5875.118081,,,,6885,49.15853487,316.8798764,,,,,,,3,65459.54633,53059.86214,,,,,,,,,,,,,,,,,,
M066_A1,2015/6/28,5,57273.31365,57730.70465,3,24065.98244,24056.64778,,,,,,,,,,,,,63199,5.343214089,131.8389685,,,,11,29067.01749,21351.44737,20,12782.5918,19576.15249,3,31.579818,14.598392,11,24297.22502,50041.7246,2,2814.455207,0,2,51963.68761,0,57,5502.45249,12203.24843,165,1879.519531,4882.452734,,,,6493,53.18287188,512.4907024,,,,,,,4,72380.21592,44414.98225,,,,,,,,,,,,,,,,,,
M066_A1,2015/6/29,7,41535.22614,52430.67409,4,82572.86923,85040.73419,,,,,,,,,,,,,60718,5.685975905,159.5546675,,,,9,39124.29335,20074.942,16,20777.50087,34655.43438,,,,22,9528.490538,25651.21597,2,2814.455207,0,2,51963.68761,0,46,6955.604599,14325.07221,154,2248.951416,6059.727157,,,,4677,73.33154984,625.6858517,,,,,,,4,72380.21592,44414.98225,,,,,,,,,,,,,,,,,,
M066_A1,2015/6/30,6,24772.04293,40158.99445,1,,,,,,,,,,,,,,,60699,5.657702638,173.0626473,,,,15,22330.70158,22839.179,16,16206.18253,33276.07467,,,,29,9431.332363,24424.47996,,,,,,,72,4551.641179,11501.47614,156,2152.753982,6112.709805,,,,29224,11.47202536,251.8671672,,,,,,,3,49310.61964,36910.93545,,,,,,,,,,,,,,,,,,
M066_A1,2015/7/1,4,74007.37266,90786.55307,1,,,,,,,,,,,,1,,,13439,25.67459828,396.9883364,,,,14,16725.59995,18370.40774,15,19849.91455,36593.85207,,,,28,11617.25964,29425.39604,3,594.719502,60.095084,1,,,73,4551.553885,11544.43683,144,2292.464936,6621.459118,,,,28740,11.20111616,291.9720515,,,,,,,2,237276.8794,0,,,,,,,,,,,,,,,,,,
M066_A1,2015/7/2,3,101104.7044,100799.3113,12,25275.37589,79569.86603,,,,,,,,,,3,16076.08603,15948.34903,9497,35.66970953,405.5599381,,,,18,18463.77995,25872.37297,17,17207.72016,24961.28793,,,,20,9269.39865,25192.21666,11,9544.765254,21569.71197,1,,,87,3818.28694,9306.658075,170,1880.010716,5357.694743,,,,29528,11.60083223,280.1338462,,,,,,,1,,,,,,,,,,,,,,,,,,,,
M066_A1,2015/7/3,3,86137.7741,86126.151,99,1307.636604,8994.715283,,,,,,,,,,3,16076.08603,15948.34903,11373,30.23107043,314.4876672,,,,19,15466.96988,23707.94373,16,19374.09677,25439.52934,,,,8,23260.87639,37556.72115,11,9544.765254,21569.71197,2,193430.2371,0,96,3160.661023,7135.106682,143,2311.757134,6551.539591,,,,29408,11.7111874,270.4624279,,,,,,,1,,,,,,,,,,,,,,,,,,,,
M066_A1,2015/7/4,4,75685.42768,71858.51155,122,1677.183079,9062.116319,,,,,,,,,,4,62158.5519,66458.66294,11025,31.32376773,262.3115063,,,,14,24127.47836,26737.07816,16,16410.75824,21311.99419,,,,1,,,11,9544.765254,21569.71197,2,193430.2371,0,78,4073.479209,8540.599557,107,2827.639726,7125.415509,,,,4414,76.37512609,584.2719301,,,,,,,1,,,,,,,,,,,,,,,,,,,,
M066_A1,2015/7/5,3,27396.17897,27384.55588,122,1677.183079,9062.116319,,,,,,,,,,3,77225.61032,77097.87332,15338,22.48834796,153.9085718,,,,18,16823.43118,14439.77831,21,13909.98527,20900.89307,,,,5,278.679374,376.1742628,8,2880.28186,1439.769427,1,,,92,3474.277271,8141.869127,140,2362.221187,6562.722722,,,,5900,58.53118593,193.2922166,,,,,,,,,,,,,,,,,,,,,,,,,,,
M066_A1,2015/7/6,4,96764.1367,100616.9455,112,2727.331963,18435.63155,,,,,,,,,,1,,,16141,20.87035985,264.9597401,,,,16,20537.52248,16005.60156,19,12851.81438,22628.18136,,,,10,13602.88097,21739.29659,,,,1,,,85,3728.672365,9429.250647,124,2285.540788,6439.712465,1,,,5486,62.69184426,232.9061383,,,,,,,,,,,,,,,,,,,,,,,,,,,
M066_A1,2015/7/7,2,235500.0522,0,24,10629.63775,39261.04036,,,,,,,,,,1,,,14050,24.42293035,465.4375057,2,83.616155,0,18,18889.01021,16866.29494,31,10599.1632,24739.6102,,,,10,13602.88097,21739.29659,,,,,,,88,3690.960583,9992.351979,196,1641.25568,6833.28041,3,60557.26685,43981.28652,5361,64.45738291,532.7181039,,,,,,,,,,,,,,,,,,,,,,,,,,,
M066_A1,2015/7/8,1,,,2,126903.9906,0,,,,,,,,,,,,,13923,24.74949082,512.2057213,2,83.616155,0,15,22750.87013,27625.68688,24,11153.66075,24441.98361,1,,,11,28627.92655,49569.19676,,,,,,,76,4246.834454,10706.87985,192,1659.378019,6286.709527,12,15413.52656,29233.94085,10006,34.49652556,395.5428645,,,,,,,,,,,,,,,,,,,,,,,,,,,
M066_A1,2015/7/9,1,,,3,106649.4769,20254.51361,,,,,,,,,,2,8490.883054,0,8800,38.61622424,718.569957,2,83.616155,0,39,8506.230693,19237.94624,27,12343.63374,31494.62271,1,,,6,45989.91721,61873.58618,,,,,,,243,1338.350521,5866.970143,170,1986.190411,8509.531851,18,16575.08504,28413.19762,19401,17.43994256,298.1067947,,,,,,,,,,,,,,,,,,,,,,,,,,,
M066_A1,2015/7/10,,,,2,86394.96333,0,,,,,,,,,,2,8490.883054,0,8724,35.83659942,590.4936831,2,83.616155,0,38,8098.243458,19016.3986,24,9465.488956,27215.68643,1,,,3,63222.93555,46422.73497,,,,,,,241,1249.220183,5369.288506,154,2043.111319,7230.87023,20,15130.08564,20723.88188,18352,16.66422227,258.7457453,,,,,,,,,,,,,,,,,,,,,,,,,,,
M066_A1,2015/7/11,1,,,7,45152.5816,59149.50313,,,,,,,,,,3,97716.58504,89225.70198,9772,34.11509653,563.6487139,,,,40,6491.32321,11612.54945,10,17014.86124,41260.96644,1,,,4,76561.3422,42338.39548,,,,,,,258,1302.14978,5615.186756,93,3525.091536,9215.196328,23,13038.95434,20646.72723,22181,15.34442887,284.2912488,,,,,,,,,,,,,,,,,,,,,,,,,,,
M066_A1,2015/7/12,1,,,6,36904.10526,61564.37519,,,,,,,,,,3,97716.58504,89225.70198,9191,37.07897666,647.1105863,,,,40,7479.68466,12844.26832,10,29846.06667,77454.07386,1,,,3,60019.17804,43218.97746,,,,,,,259,1291.943354,5557.014613,77,3820.761265,8177.793886,16,22016.36956,35389.01196,19474,17.68629446,311.0208665,,,,,,,,,,,,,,,,,,,,,,,,,,,
M066_A1,2015/7/13,2,163764.9826,0,6,48700.51816,85082.94713,,,,,,,,,,1,,,10156,33.3636903,601.7984,,,,11,26771.18607,28239.80573,6,20931.68647,24483.64653,1,,,3,60019.17804,43218.97746,,,,,,,71,4832.956991,11310.32757,87,3938.942548,8531.568364,20,17302.47464,30888.03288,10459,31.44487376,334.96863,1,,,,,,,,,,,,,,,,,,,,,,,,,,
M066_A1,2015/7/14,3,142815.4772,20949.5054,6,48700.51816,85082.94713,,,,,,,,,,1,,,9427,36.37530018,617.3365858,1,,,11,34272.32003,32152.06306,7,28912.39661,28600.68987,1,,,1,,,,,,,,,69,5040.052895,11941.99007,80,4289.783685,8968.681073,20,12933.13685,29131.06185,11834,28.73494355,255.889532,1,,,,,,,,,,,,,,,,,,,,,,,,,,
M066_A1,2015/7/15,2,121865.9718,0,1,,,,,,,,,,,,,,,8309,37.44217544,592.2131886,2,66380.83487,0,10,31132.65137,33709.19081,14,18155.72401,23891.09401,3,102371.1459,102284.2701,6,4260.402962,6082.569159,,,,,,,70,4060.786353,10340.55099,106,2767.132846,6468.562405,15,8057.920176,8825.805896,8646,39.32521849,136.5433345,1,,,,,,,,,,,,,,,,,,,,,,,,,,
M066_A1,2015/7/16,3,131712.3422,9846.370393,1,,,,,,,,,,,,,,,8431,39.75076155,600.5908623,2,66380.83487,0,12,25625.01652,22294.13019,15,18206.01527,21830.14195,2,86.875777,0,6,4260.402962,6082.569159,,,,,,,75,4383.39316,11234.44227,142,2211.127533,5418.783374,14,21607.86209,46686.25604,7650,45.15909511,144.0818573,1,,,,,,,,,,,,,,,,,,,,,,,,,,
M066_A1,2015/7/17,2,141558.7126,0,1,,,,,,,,,,,,,,,9653,35.09711173,537.1447338,2,66380.83487,0,19,16277.42873,16357.61549,16,16473.84429,21109.04281,2,86.875777,0,6,4260.402962,6082.569159,,,,,,,101,3274.540323,9211.651284,154,2190.748229,5948.160204,5,66938.83914,71919.98035,8746,39.51633122,135.3002465,,,,,,,,,,,,,,,,,,,,,,,,,,,
M066_A1,2015/7/18,3,111399.4702,54372.82712,1,,,,,,,,,,,,,,,9125,35.886333,511.6534538,1,,,22,15571.3145,16853.42498,16,16345.5677,20999.48438,2,86.875777,0,6,4260.402962,6082.569159,,,,,,,127,2596.128944,7849.34142,170,1937.854777,5284.435567,2,77360.35021,0,8246,41.82026076,140.2755154,,,,,,,,,,,,,,,,,,,,,,,,,,,
M066_A1,2015/7/19,5,83618.91417,61715.56284,1,,,,,,,,,,,,5,11061.79691,18896.20497,9456,36.40209981,508.4805436,,,,27,12895.07749,17844.54184,10,29782.41338,33183.40573,,,,,,,,,,,,,160,2108.836401,7018.202665,142,2442.799506,5923.516074,2,77360.35021,0,8898,38.77626994,134.3042713,,,,,,,,,,,,,,,,,,,,,,,,,,,
M066_A1,2015/7/20,4,56234.4531,45593.63366,1,,,,,,,,,,,,5,11061.79691,18896.20497,9836,34.83580829,498.6955986,,,,30,11559.38585,16943.31634,13,27174.16976,37719.13332,,,,,,,,,,,,,189,1822.023051,6066.681584,135,2447.199467,5189.636478,1,,,13820,24.95438032,104.1338198,,,,,,,,,,,,,,,,,,,,,,,,,,,
M066_A1,2015/7/21,4,56234.4531,45593.63366,,,,,,,,,,,,,5,11061.79691,18896.20497,8834,37.6898528,536.9921362,,,,31,9609.247059,14483.76845,16,22157.8623,34903.5428,,,,,,,,,,,,,234,1420.839703,5204.676114,160,2093.796069,4644.999761,2,75.280728,0,13054,26.47409267,107.2657299,,,,,,,,,,,,,,,,,,,,,,,,,,,
M066_A1,2015/7/22,2,2.003702,0,2,18935.69721,0,,,,,,,,,,5,11061.79691,18896.20497,9568,34.07562648,536.9945895,,,,46,6377.854058,11838.28511,32,9374.979764,20888.12378,,,,,,,,,,,,,284,1125.741532,4274.284633,213,1377.885818,4073.477068,58,1687.456624,8566.493689,15626,22.02220067,90.74564988,,,,,,,,,,,,,,,,,,,,,,,,,,,
M066_A1,2015/7/23,,,,2,18935.69721,0,,,,,,,,,,,,,9845,34.35286853,683.6129386,,,,45,7187.288576,13508.40165,37,7984.821691,17283.17615,1,,,2,14248.33834,0,,,,,,,289,1152.817878,4576.865278,221,1478.672469,5222.444992,126,1472.94713,6428.083743,15386,22.45684395,95.20973174,,,,,,,,,,,,,,,,,,,,,,,,,,,
