Machine,Date,count,vMean,vStd,count,vMean,vStd,count,vMean,vStd,count,vMean,vStd,count,vMean,vStd,count,vMean,vStd,count,vMean,vStd,count,vMean,vStd,count,vMean,vStd,count,vMean,vStd,count,vMean,vStd,count,vMean,vStd,count,vMean,vStd,count,vMean,vStd,count,vMean,vStd,count,vMean,vStd,count,vMean,vStd,count,vMean,vStd,count,vMean,vStd,count,vMean,vStd,count,vMean,vStd,count,vMean,vStd,count,vMean,vStd,count,vMean,vStd,count,vMean,vStd,count,vMean,vStd,count,vMean,vStd,result
M040_A1,2015/6/13,1,,,1,,,,,,,,,,,,11,3341.081469,3172.542058,2281,36.98750472,182.4636665,,,,,,,13,6636.735003,10579.15812,,,,,,,,,,,,,5,19625.5184,14830.59998,58,1398.668968,3725.764357,,,,1389,62.06576359,215.6045553,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
M040_A1,2015/6/14,,,,,,,,,,,,,,,,,,,1576,54.13332256,525.4582381,,,,2,41467.29322,0,2,13.099073,0,,,,1,,,,,,,,,10,8316.564259,14723.30717,15,5323.215384,7727.712244,,,,322,200.6655802,1657.543243,,,,,,,1,,,,,,,,,,,,,,,,,,,,,FALSE
M040_A1,2015/6/15,,,,,,,,,,,,,,,,,,,1174,73.10479196,389.2730855,,,,2,45661.20272,0,,,,,,,,,,,,,,,,14,5491.998028,7610.36009,7,8936.785762,12672.94786,,,,28,1786.303092,3891.558718,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
M040_A1,2015/6/16,,,,,,,,,,,,,,,,,,,2285,36.78097629,635.4900809,,,,1,,,2,38167.81605,0,,,,,,,2,796.076608,0,,,,12,3865.780661,3974.176084,12,3614.677799,8506.583826,,,,4,5208.099431,3744.664089,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
M040_A1,2015/6/17,1,,,,,,,,,,,,,,,,,,3883,21.74032621,196.1246676,,,,4,14369.28611,4243.652529,3,13441.27927,11884.06421,1,,,,,,,,,,,,39,1965.17398,3299.965566,28,2675.685225,4346.431947,,,,2,14365.8003,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
M040_A1,2015/6/18,1,,,,,,,,,,,,,,,,,,2413,35.09077976,255.7943334,,,,2,51689.9319,0,1,,,,,,,,,,,,,,,12,6126.6266,6518.212601,20,3801.762349,4388.740004,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
M040_A1,2015/6/19,,,,,,,,,,,,,,,,,,,2647,32.3340515,262.3667369,,,,2,34341.35574,0,3,42.595682,35.054926,,,,,,,,,,1,,,14,5991.804327,7497.580132,17,3568.755548,7398.538055,,,,2,38069.29225,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
M040_A1,2015/6/20,,,,,,,,,,,,,,,,,,,1921,43.61811062,470.0172384,,,,2,43795.15105,0,1,,,,,,,,,,,,,,,18,3387.084439,6938.634959,15,5072.271989,5932.653665,,,,4,15079.82127,2790.143129,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
M040_A1,2015/6/21,,,,1,,,,,,,,,,,,,,,2164,36.88539998,532.8993802,,,,,,,5,18684.82427,23454.29695,,,,,,,,,,,,,14,3965.790454,12575.22293,28,2768.137392,9016.03061,,,,3,21207.17282,16670.28146,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
M040_A1,2015/6/22,,,,,,,,,,,,,,,,,,,2211,37.8024464,293.5701343,,,,1,,,,,,,,,,,,,,,,,,4,8437.293551,11931.85479,4,6716.706606,2725.488017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
M040_A1,2015/6/23,1,,,,,,,,,,,,,,,,,,1956,42.55453825,477.9513517,,,,1,,,,,,,,,,,,,,,,,,7,12721.82718,17024.96315,7,10195.73923,12304.65671,,,,2,3781.869523,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
M040_A1,2015/6/24,,,,,,,,,,,,,,,,,,,2031,39.59454378,339.4572669,,,,3,32960.4722,13295.86786,3,34463.84521,34414.73873,,,,,,,1,,,,,,31,2562.501918,6489.550258,11,6892.810301,20642.15684,,,,15,5688.778914,13106.94387,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
M040_A1,2015/6/25,1,,,,,,,,,,,,,,,,,,1688,27.488298,186.6829112,,,,1,,,4,1071.986987,808.295337,,,,,,,,,,,,,4,4868.370605,6884.635436,52,841.3916058,1159.656907,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
M040_A1,2015/6/26,,,,,,,,,,,,,,,,,,,1968,43.66186352,214.3081379,,,,2,46628.31834,0,1,,,,,,,,,2,173.050929,0,,,,10,8622.985738,11562.913,14,6319.894288,11827.20133,,,,265,278.8130745,1414.781097,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
M040_A1,2015/6/27,2,13205.26373,0,1,,,,,,,,,,,,,,,2294,37.54036534,232.1886563,,,,4,12.97846133,14.86256203,6,6489.347052,8070.217095,,,,,,,7,7069.892861,11061.05469,,,,17,1868.643532,3906.539491,38,2012.434563,3386.175089,,,,625,136.0542773,354.6297923,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
M040_A1,2015/6/28,1,,,,,,,,,,,,,,,,,,1107,68.36740123,303.1371403,,,,3,34267.50005,9876.690049,,,,,,,,,,,,,,,,22,3547.917097,4950.622012,3,15560.63644,15560.55157,,,,340,219.5731266,625.9637275,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
M040_A1,2015/6/29,3,29832.4015,23935.02606,,,,,,,,,,,,,,,,3079,26.75970031,407.6536287,,,,1,,,1,,,,,,,,,,,,,,,22,1870.257988,5045.10925,11,7793.841271,10783.57378,,,,297,271.4085623,749.1664528,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
M040_A1,2015/6/30,16,3437.721825,8722.959155,,,,,,,,,,,,,,,,2026,41.85986718,342.0092379,,,,3,34138.95507,14129.02787,22,2839.048057,9172.252279,,,,,,,,,,,,,29,2651.714956,7160.999308,83,841.5448871,4669.811718,,,,409,209.8460932,609.2283674,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
M040_A1,2015/7/1,,,,,,,,,,,,,,,,,,,3500,24.0222991,212.7047967,,,,1,,,2,2112.086585,0,,,,,,,,,,,,,16,5601.325382,10327.40069,16,4737.597125,7281.137208,,,,507,166.1969797,486.2527946,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
M040_A1,2015/7/2,1,,,,,,,,,,,,,,,,,,2633,32.80310907,218.9248217,,,,4,26646.14968,16600.21186,4,286.922634,400.8164752,,,,,,,22,187.2388511,145.16327,,,,41,2090.703196,6847.038588,15,5657.493408,7658.231806,,,,451,190.2489852,525.9874855,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
M040_A1,2015/7/3,,,,,,,,,,,,,,,,,,,2520,34.02999509,353.3789753,,,,2,43635.96507,0,1,,,,,,,,,1,,,,,,24,2301.000016,4691.428896,5,1.57972275,2.497877727,,,,443,188.3399286,474.3390639,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
M040_A1,2015/7/4,,,,,,,,,,,,,,,,,,,1562,52.33021456,422.0161555,,,,1,,,2,7047.613712,0,,,,,,,,,,,,,9,8263.125227,16240.81874,30,2769.826351,3923.051636,,,,366,236.0473007,761.7281238,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
M040_A1,2015/7/5,2,6382.635256,0,,,,,,,,,,,,,1,,,2471,31.16083191,312.0585782,,,,2,50103.7262,0,3,9906.812533,9899.565868,,,,,,,1,,,,,,19,3490.498222,5379.167452,14,5325.106557,10748.19109,,,,528,162.4881481,489.3902495,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
M040_A1,2015/7/6,,,,,,,,,,,,,,,,,,,1829,42.90948305,431.1078946,,,,2,47417.88368,0,5,14318.74827,22850.53631,,,,,,,,,,,,,14,4906.404676,12683.41052,35,1733.373267,4965.212351,,,,2013,36.79482742,829.7931488,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE
M040_A1,2015/7/7,4,78.03235733,75.27410607,,,,,,,,,,,,,,,,1407,58.20527594,684.9037096,1,,,5,10181.64348,8591.192455,12,5242.012192,7232.295323,,,,,,,,,,,,,80,727.1934651,1810.096688,80,733.6118514,3029.43601,,,,2,17.15882,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE
M040_A1,2015/7/8,,,,,,,,,,,,,,,,,,,3638,23.62306095,153.5394979,,,,4,17900.84915,7285.429362,4,18659.62529,25694.96364,,,,,,,,,,,,,230,373.0049773,730.0457712,27,2211.672258,5948.510417,,,,4,18062.69291,15705.61893,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
M040_A1,2015/7/9,3,383.692859,112.250151,,,,,,,,,,,,,,,,2354,36.42758806,139.3453003,,,,5,8596.51401,5396.118263,7,14.16249233,6.976258421,,,,,,,,,,,,,222,378.521959,730.2955109,20,1855.731574,5472.550188,,,,243,274.8413866,848.0602591,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
M040_A1,2015/7/10,,,,,,,,,,,,,,,,,,,2236,38.4443532,156.863404,,,,8,5143.921796,3626.558229,3,26678.06015,6575.239046,,,,,,,,,,1,,,238,359.8662278,673.7166136,22,2944.398738,3682.843578,,,,327,264.2587326,775.1080805,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
M040_A1,2015/7/11,,,,,,,,,,,,,,,,,,,1808,46.57556507,210.8863677,,,,2,36016.54033,0,1,,,,,,1,,,,,,,,,234,361.075542,698.3878018,4,11249.14613,12857.18044,,,,320,269.2665735,789.4849742,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE
M040_A1,2015/7/12,2,22.455864,0,,,,,,,,,,,,,1,,,2984,28.8216756,187.2309922,,,,9,5077.740501,5255.078806,4,8219.399992,7118.869616,,,,,,,1,,,,,,217,397.9486719,741.789274,22,2766.668387,4464.350161,,,,593,145.1669244,580.8218762,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
M040_A1,2015/7/13,1,,,,,,,,,,,,,,,,,,2310,36.52772348,188.1245938,,,,23,2942.656886,3277.514641,13,3921.770857,4565.782412,,,,1,,,,,,,,,226,374.8556188,776.5727465,115,605.1976021,1363.366266,,,,421,203.5711681,578.1829822,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE
M040_A1,2015/7/14,,,,,,,,,,,,,,,,,,,1852,46.07751861,279.407736,,,,3,28806.27252,18947.94136,4,10.59820667,0.669311937,,,,1,,,,,,,,,199,427.1090028,948.943471,18,4577.241914,9798.829497,,,,316,273.1049419,823.1173068,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE
M040_A1,2015/7/15,,,,,,,,,,,,,,,,,,,2190,38.52482945,229.1363253,,,,6,5948.194887,6123.984431,,,,,,,,,,,,,,,,224,378.1652576,772.7222969,7,4633.015213,5730.929279,,,,352,238.3390776,661.8623126,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
M040_A1,2015/7/16,1,,,,,,,,,,,,,,,,,,2914,28.88799108,175.7242512,,,,4,17130.61315,21975.33033,,,,,,,,,,,,,,,,226,362.4067287,713.3883947,1,,,,,,356,238.342545,709.9291949,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE
M040_A1,2015/7/17,,,,,,,,,,,,,,,,,,,2168,38.18052674,162.0140148,,,,12,5219.697616,4147.777614,1,,,,,,,,,,,,,,,215,386.418374,742.56137,32,2074.640994,2265.823045,,,,435,190.5669999,435.9618599,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
M040_A1,2015/7/18,2,16403.00136,0,,,,,,,,,,,,,,,,54858,1.487302705,32.02714895,,,,9,8230.580577,10938.60171,,,,,,,1,,,,,,,,,213,345.6166599,669.7712881,4,16952.71567,11024.10791,,,,405,183.3643493,382.5053105,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE
M040_A1,2015/7/19,1,,,,,,,,,,,,,,,,,,24664,3.459487698,76.50444959,,,,9,9542.969889,9516.864599,,,,,,,,,,,,,,,,204,399.3034027,973.7620139,6,7693.596559,8803.735382,,,,369,219.5104375,637.064871,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
M040_A1,2015/7/20,,,,,,,,,,,,,,,,,,,2059,40.6942061,228.0998312,,,,4,21988.81454,13859.59033,4,950.731385,659.9943803,,,,,,,,,,,,,228,368.9368999,732.1938639,22,3518.542394,14891.84183,,,,365,235.1861745,637.7257806,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE
M040_A1,2015/7/21,,,,,,,,,,,,,,,,,,,2168,39.63649927,226.1217008,4,14448.38548,16874.78581,1,,,5,295.2751075,406.1037904,,,,,,,,,,,,,227,376.488367,792.7387187,18,69.87925576,217.3211306,,,,356,233.5324571,612.8874685,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE
M040_A1,2015/7/22,2,317.665579,0,,,,,,,,,,,,,1,,,2585,32.60772222,202.1312939,13,4894.473178,14134.97635,8,9565.697872,15005.79885,3,31713.90464,19959.82641,,,,,,,,,,,,,211,397.932642,880.9062588,25,2655.158575,6671.565301,,,,340,249.2661983,779.4489124,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
M040_A1,2015/7/23,,,,,,,,,,,,,,,,1,,,1464,56.58531562,202.1219678,,,,5,8377.480866,7315.538923,4,12318.56438,5462.399961,,,,,,,,,,,,,215,386.8426059,819.7642492,19,2172.085064,3826.971459,,,,340,241.0063138,681.8636077,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
M040_A1,2015/7/24,1,,,,,,,,,,,,,,,,,,1731,48.24035986,215.6989519,,,,6,14479.45317,14837.54822,2,25706.85352,0,,,,1,,,,,,,,,247,335.7322985,610.2523119,11,7340.91308,13218.56416,,,,3402,23.79838101,155.4952276,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
M040_A1,2015/7/25,1,,,,,,,,,,,,,,,,,,3629,23.31206876,179.1778497,1,,,4,13117.35948,10935.79246,,,,,,,,,,,,,,,,226,368.3068461,744.3699157,6,6265.23299,6675.256573,,,,1528,55.44842491,333.0051064,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
M040_A1,2015/7/26,4,17224.14026,18471.03782,1,,,,,,,,,,,,,,,2439,34.82514964,176.4990269,,,,7,11978.64091,12010.2935,1,,,,,,,,,,,,,,,250,327.6283125,620.5105647,15,5198.158576,7575.443689,,,,5251,15.9966443,128.4358084,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
M040_A1,2015/7/27,2,36603.16839,0,,,,,,,,,,,,,,,,3466,24.78800424,160.2057997,1,,,5,3784.232114,2332.183669,,,,,,,,,,,,,,,,246,347.877683,683.1030112,3,142.5191935,142.3211305,,,,5058,17.04862682,154.9747803,,,,,,,2,9182.769643,0,,,,,,,,,,,,,,,,,,,FALSE
M040_A1,2015/7/28,1,,,,,,,,,,,,,,,,,,2772,30.72824105,143.5085973,2,49119.11546,0,3,20885.12257,19754.69192,,,,,,,,,,,,,,,,254,336.5163476,642.613845,1,,,,,,388,218.2243411,611.8816803,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
M040_A1,2015/7/29,3,24263.94354,17672.22738,2,14.920761,0,,,,,,,,,,,,,2405,35.46421344,279.6122624,,,,1,,,4,3098.01859,2190.622437,,,,,,,,,,,,,55,1496.929755,6210.202191,19,4003.041493,6327.142479,,,,413,204.8171076,575.7885589,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
M040_A1,2015/7/30,2,41624.95326,0,,,,,,,,,,,,,,,,1878,44.95256272,318.2922357,,,,2,41972.18791,0,,,,,,,,,,,,,,,,54,1527.411425,2176.766201,7,12258.05283,13878.4057,,,,270,319.4778223,766.8590222,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
M040_A1,2015/7/31,2,58993.47491,0,4,45.80470667,19.52578065,,,,,,,,,,,,,3468,24.29926388,225.5727895,,,,3,24598.08792,24595.29748,3,29542.30147,27456.20834,,,,,,,1,,,,,,45,1914.671583,3456.191707,27,2433.267703,5384.24002,,,,88,971.8589331,1509.500373,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
M040_A1,2015/8/1,2,20769.49866,0,,,,,,,,,,,,,,,,2780,29.95666513,244.5320689,9,4796.767859,8495.816403,18,16.32093129,30.36213713,5,90.298406,131.5605894,,,,,,,,,,,,,74,1036.972642,3357.281707,16,3337.488666,12271.61547,,,,231,366.3019315,798.4890113,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
M040_A1,2015/8/2,3,23225.8862,20697.39473,3,23346.0608,23314.2507,,,,,,,,,,,,,1788,48.04663971,279.8642902,38,1918.001402,3898.475138,7,4606.481727,10223.05261,8,10091.06945,11005.84785,,,,,,,,,,,,,60,1348.021013,2622.435931,41,1940.144808,4237.067144,,,,373,230.9326347,563.5840571,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
M040_A1,2015/8/3,6,10700.03872,17511.50281,,,,,,,,,,,,,,,,1208,69.20060553,354.9035708,,,,,,,1,,,,,,,,,,,,,,,47,1664.175961,2942.722827,10,5254.464301,8461.147805,,,,354,234.9526223,695.9511873,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
M040_A1,2015/8/4,3,31229.66078,11590.74182,1,,,,,,,,,,,,,,,3109,27.61380499,157.2211753,,,,1,,,1,,,,,,1,,,,,,,,,15,4898.207183,8501.46333,31,2361.316614,4278.023109,,,,388,216.9443046,577.4019332,,,,,,,1,,,,,,,,,,,,,,,,,,,,,FALSE
M040_A1,2015/8/5,2,78838.99207,0,,,,,,,,,,,,,,,,2013,42.89419082,257.6364721,,,,7,58.17575933,71.19342737,4,5225.180225,4323.344928,,,,,,,,,,,,,34,2091.2344,4594.325691,45,1102.387759,1490.35018,,,,309,265.8589892,539.7963853,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
M040_A1,2015/8/6,1,,,,,,,,,,,,,,,,,,1901,42.91332916,332.0020086,,,,,,,4,23.97688067,5.570905482,,,,,,,,,,,,,42,1896.805762,3389.544047,15,404.3923554,1393.24369,,,,669,74.86431822,257.2349619,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
M040_A1,2015/8/7,2,27338.24105,0,,,,,,,,,,,,,,,,2499,33.95408694,271.2043461,,,,1,,,,,,,,,,,,,,,,,,54,1559.235678,4109.23117,1,,,,,,2,11226.09996,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
M040_A1,2015/8/8,4,17557.97265,9595.951675,,,,,,,,,,,,,,,,2642,32.48731944,277.5154544,,,,2,15465.89625,0,,,,,,,,,,1,,,,,,48,1603.646222,2829.042618,9,8500.090943,9390.940841,,,,3,8211.821751,8041.448139,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
M040_A1,2015/8/9,,,,,,,1,,,,,,,,,,,,1694,50.15872642,352.2831348,,,,1,,,,,,,,,,,,,,,,,,26,3262.071524,4709.653419,16,5185.890963,5080.654558,,,,5,14283.86592,7215.185622,28,2470.475223,2910.976052,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
M040_A1,2015/8/10,,,,,,,,,,,,,,,,,,,1522,53.73974217,340.0576435,,,,,,,2,29719.1685,0,,,,,,,,,,,,,26,2114.375604,3185.157873,28,2520.444394,2928.777359,,,,61,1280.70463,4981.467881,97,850.4779967,1192.453633,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
M040_A1,2015/8/11,2,34220.07855,0,,,,,,,,,,,,,,,,1826,45.90166138,324.5597063,,,,11,4199.444082,9916.332687,7,8285.591842,9636.714211,,,,,,,,,,,,,64,1295.382247,2681.485034,35,1724.541671,3682.124931,,,,6,10905.72444,7773.389004,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
M040_A1,2015/8/12,5,14534.78494,8974.528025,,,,,,,,,,,,,1,,,2778,30.20460344,243.3024997,,,,2,12196.66941,0,1,,,,,,,,,,,,,,,30,2473.928094,4968.332642,6,12829.62676,17757.21066,,,,3,21461.5425,7216.840103,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
M040_A1,2015/8/13,1,,,,,,,,,,,,,,,1,,,2884,28.78685236,195.796259,,,,7,1201.446831,2231.523777,1,,,,,,,,,,,,,,,31,2038.641775,5276.543541,13,5260.77326,10249.70178,,,,2,34412.73232,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
M040_A1,2015/8/14,2,23441.88304,0,2,4452.139959,0,,,,,,,,,,,,,1523,55.02653946,230.3010206,,,,2,9633.839968,0,4,10981.41693,15500.22032,,,,,,,,,,,,,19,3795.437486,7962.060686,19,3319.639336,8333.001148,,,,4,28047.64065,31165.19459,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
M040_A1,2015/8/15,2,17399.47277,0,,,,,,,,,,,,,,,,1787,47.38974543,206.8126826,,,,2,17030.02832,0,,,,,,,,,,1,,,,,,18,2217.941471,4765.295158,2,30.424681,0,,,,5,15744.95361,9571.722854,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
M040_A1,2015/8/16,1,,,,,,,,,,,,,,,,,,2036,41.90772194,244.1554985,,,,2,42498.38981,0,4,6.283320667,2.709292531,,,,,,,,,,,,,22,2907.474119,6085.826362,18,2499.836643,7763.369443,,,,4,22124.4952,8397.01795,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
M040_A1,2015/8/17,3,1695.120383,1683.144302,,,,,,,,,,,,,,,,1117,74.83149556,414.0226765,,,,,,,2,8953.736587,0,,,,,,,1,,,,,,59,1363.397208,2656.482982,14,3870.156186,7863.330754,,,,5372,12.12029376,98.93920106,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
M040_A1,2015/8/18,2,47909.12503,0,,,,,,,,,,,,,,,,3277,25.34833933,213.9161192,,,,3,23825.32721,5060.813914,,,,,,,,,,,,,,,,51,1634.547398,3381.453148,3,11580.67091,2684.652639,,,,210,390.3183048,1833.700683,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
M040_A1,2015/8/19,,,,,,,,,,,,,,,,,,,1350,61.38249919,312.1320572,,,,,,,4,2426.459907,3400.624666,,,,,,,,,,,,,39,2113.198745,3935.86875,22,3864.752878,11430.22843,,,,222,378.7507033,929.6132396,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
M040_A1,2015/8/20,1,,,,,,,,,,,,,,,,,,2072,41.60434045,349.4876044,,,,2,15655.55758,0,,,,,,,,,,,,,,,,51,1596.895902,2633.715832,7,11201.55875,12804.6719,,,,324,260.9642193,698.188731,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
M040_A1,2015/8/21,3,35418.96129,31373.62508,,,,,,,,,,,,,,,,1994,41.71440884,283.7286968,,,,2,54553.56893,0,,,,,,,,,,,,,,,,34,2455.944533,6220.513679,16,5193.014726,8309.951186,,,,365,234.1781293,654.6270805,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
