Machine,Date,count,vMean,vStd,count,vMean,vStd,count,vMean,vStd,count,vMean,vStd,count,vMean,vStd,count,vMean,vStd,count,vMean,vStd,count,vMean,vStd,count,vMean,vStd,count,vMean,vStd,count,vMean,vStd,count,vMean,vStd,count,vMean,vStd,count,vMean,vStd,count,vMean,vStd,count,vMean,vStd,count,vMean,vStd,count,vMean,vStd,count,vMean,vStd,count,vMean,vStd,count,vMean,vStd,count,vMean,vStd,count,vMean,vStd,count,vMean,vStd,count,vMean,vStd,count,vMean,vStd,count,vMean,vStd,result
M040_A1,2015/6/24,1,,,1,,,,,,,,,,,,,,,8362,40.74982667,432.8371365,,,,5,43692.14652,16216.02847,8,48179.29878,64993.19607,,,,,,,1,,,,,,56,5764.929016,13096.55318,50,6882.765392,15090.26764,,,,20,16128.33438,31202.71769,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
M040_A1,2015/6/25,2,243176.8463,0,,,,,,,,,,,,,,,,7886,43.469442,593.9339914,,,,6,51052.70067,20665.88233,7,19250.53764,27099.27038,,,,,,,1,,,,,,46,6559.55777,14411.80218,74,4064.358409,11191.72621,,,,18,10596.70999,18280.72236,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
M040_A1,2015/6/26,2,243176.8463,0,,,,,,,,,,,,,,,,7643,45.17069387,592.3625756,,,,7,47817.11032,17743.62281,8,34841.23306,45693.31561,,,,,,,3,80231.97754,80058.92661,,,,52,6502.530941,13972.31153,84,4134.748201,11336.22421,,,,283,1107.94372,6312.574155,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
M040_A1,2015/6/27,3,54790.83298,41585.56924,1,,,,,,,,,,,,,,,7981,43.0084246,540.530893,,,,10,30297.059,26474.7955,14,23141.3422,36466.32177,,,,,,,10,25768.89663,48982.98432,,,,62,4858.19761,11807.78198,115,2885.567706,8804.622278,,,,906,378.4952296,3107.62837,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
M040_A1,2015/6/28,4,83580.42065,53014.9705,1,,,,,,,,,,,,,,,7057,42.01312303,231.4335595,,,,10,28822.40624,23106.09406,11,18855.01837,37509.53857,,,,,,,9,8953.645691,12428.81206,,,,53,5103.323357,9164.59517,107,2773.545799,7176.138752,,,,1231,239.7730977,1840.679841,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
M040_A1,2015/6/29,6,49564.16604,48754.35583,1,,,,,,,,,,,,,,,8448,40.54023727,336.7199695,,,,10,26129.18436,21818.49473,8,25362.97823,39957.16511,,,,,,,9,8953.645691,12428.81206,,,,71,4280.557708,8465.953728,66,5194.393868,9901.711492,,,,1527,217.3572987,863.5820584,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
M040_A1,2015/6/30,22,15270.42025,31655.16886,1,,,,,,,,,,,,,,,8506,40.44550337,361.7792209,,,,11,31585.33162,28194.26943,29,10946.79624,28326.81624,,,,,,,7,7069.892861,11061.05469,,,,90,3760.274384,9201.217508,135,2461.142207,7209.205827,,,,1671,206.2536463,675.8640667,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
M040_A1,2015/7/1,20,8753.366607,15189.55114,,,,,,,,,,,,,,,,9712,35.52390109,345.883056,,,,8,43331.23945,21790.55389,25,10028.9306,25477.51858,,,,,,,,,,,,,89,3919.757549,8893.860528,113,2648.854504,7124.775003,,,,1553,221.3285578,718.4338942,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
M040_A1,2015/7/2,20,12531.44222,26016.17321,,,,,,,,,,,,,,,,11238,30.64901493,306.5821933,,,,9,41777.50421,23224.44732,29,9334.783879,23864.23499,,,,,,,22,187.2388511,145.16327,,,,108,3177.547892,8806.287868,125,2739.661999,6788.156393,,,,1664,204.8518971,586.2543504,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
M040_A1,2015/7/3,17,9821.276961,26126.2518,,,,,,,,,,,,,,,,10679,32.3164177,282.1732049,,,,10,35252.57045,14791.02392,29,10409.05199,27968.70365,,,,,,,23,5682.062027,25180.84254,,,,110,2957.740325,7417.005884,119,2469.997951,7118.401576,,,,1810,189.0147224,524.7510848,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
M040_A1,2015/7/4,1,,,,,,,,,,,,,,,,,,10215,33.50319272,295.7404955,,,,8,33411.75136,13428.54681,9,29198.00911,43812.93566,,,,,,,23,5682.062027,25180.84254,,,,90,3784.107851,9103.389773,66,5140.086305,9460.482933,,,,1767,194.9422608,566.3110985,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
M040_A1,2015/7/5,3,163239.4533,156856.818,,,,,,,,,,,,,1,,,9186,36.68028253,326.4052428,,,,9,40722.51181,22017.88083,10,35424.67714,45348.77853,,,,,,,24,13010.50757,42285.2323,,,,93,3581.193186,8301.526046,64,5165.149396,10158.11716,,,,1788,193.3665213,566.099384,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
M040_A1,2015/7/6,2,6382.635256,0,,,,,,,,,,,,,1,,,8382,40.67820505,400.1395497,,,,7,50244.35586,17377.38559,11,28460.44272,32188.04966,,,,,,,2,174236.3096,0,,,,66,4702.046244,9817.617753,84,3428.973972,8085.810513,,,,3350,99.49004724,743.8058478,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE
M040_A1,2015/7/7,6,22568.13764,41899.15969,,,,,,,,,,,,,1,,,7269,46.85112743,487.3405346,1,,,10,35638.13493,26807.90872,22,14674.00643,22397.73361,,,,,,,1,,,,,,122,2725.00109,8073.784621,159,2152.956741,6271.896389,,,,2909,101.0244267,1163.192292,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE
M040_A1,2015/7/8,6,22568.13764,41899.15969,,,,,,,,,,,,,1,,,9345,36.87008004,405.1891564,1,,,13,27073.12595,18297.33857,24,11880.46308,17652.8724,,,,,,,1,,,,,,343,987.1425523,4102.932318,156,2039.235412,6562.222828,,,,2547,130.3700848,2025.247501,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
M040_A1,2015/7/9,7,41183.58984,91641.57003,,,,,,,,,,,,,,,,9228,37.02863663,359.0692361,1,,,16,21293.82202,17803.47826,28,12099.05586,24564.40478,,,,,,,,,,,,,546,626.7277327,3001.73353,162,2039.342899,7828.263488,,,,2262,151.6126709,2244.956284,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
M040_A1,2015/7/10,7,41183.58984,91641.57003,,,,,,,,,,,,,,,,9635,35.53598148,297.1396131,1,,,22,12695.30707,11979.2604,26,12015.47856,23402.77173,,,,,,,,,,1,,,770,413.8535623,902.4943881,149,2068.305486,7249.85396,,,,576,540.4157145,3709.941462,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
M040_A1,2015/7/11,3,383.692859,112.250151,,,,,,,,,,,,,,,,10036,34.34062138,164.2370051,,,,19,17231.11964,20577.57094,15,24192.90529,35973.09981,,,,1,,,,,,1,,,924,372.832795,713.1358658,73,4725.351068,12103.09012,,,,894,365.288931,1877.940035,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE
M040_A1,2015/7/12,5,58782.31869,101358.0857,,,,,,,,,,,,,1,,,9382,36.77894219,175.7379852,,,,24,11620.34342,17819.35733,15,15516.19869,25639.91435,,,,1,,,1,,,1,,,911,376.9680979,712.0824806,68,4266.300697,9184.926288,,,,1483,221.5080646,725.7268571,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
M040_A1,2015/7/13,3,45697.71045,45675.25458,,,,,,,,,,,,,1,,,9338,36.86993523,187.0924434,,,,42,7847.026879,15091.65292,21,15650.47754,25268.37764,,,,2,125600.2199,0,1,,,1,,,915,376.3173782,724.3729548,163,2006.452009,6131.593827,,,,1661,207.7765354,667.4909227,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE
M040_A1,2015/7/14,3,45697.71045,45675.25458,,,,,,,,,,,,,1,,,8954,38.32331852,215.3379836,,,,37,8089.22968,12190.6318,22,12514.02062,25353.14809,,,,3,111230.7171,14369.50289,1,,,,,,876,391.2991617,791.8739427,159,1876.847288,5228.994421,,,,1650,209.2157504,677.8351605,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE
M040_A1,2015/7/15,3,45697.71045,45675.25458,,,,,,,,,,,,,1,,,9336,36.96859383,221.1546276,,,,41,8143.885122,13343.07555,21,12324.80036,25964.77101,,,,2,96861.21416,0,1,,,,,,866,398.9616464,817.2387727,162,2020.576047,6108.174061,,,,1682,204.5516576,651.4773378,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
M040_A1,2015/7/16,2,209941.4052,0,,,,,,,,,,,,,,,,9266,37.18268089,219.4893433,,,,36,8867.672881,14556.67072,17,9356.167483,24446.40897,,,,2,96861.21416,0,,,,,,,875,392.0213075,815.1149695,141,1960.847618,6533.610312,,,,1445,238.2298825,692.328416,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE
M040_A1,2015/7/17,1,,,,,,,,,,,,,,,,,,9124,37.50511283,214.7011322,,,,25,13099.11289,17091.5353,5,50890.13412,88125.94126,,,,1,,,,,,,,,864,396.4764132,809.7876945,58,5764.314344,13224.29285,,,,1459,234.7768741,660.9924354,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
M040_A1,2015/7/18,3,96300.65378,79897.65242,,,,,,,,,,,,,,,,62130,5.534086995,80.13959793,,,,31,9608.633418,12559.98298,1,,,,,,1,,,,,,,,,878,383.7374798,792.9081253,44,6374.652835,13032.51053,,,,1548,217.794853,592.7324111,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE
M040_A1,2015/7/19,4,109552.5559,67874.7552,,,,,,,,,,,,,,,,84604,4.046728135,70.45688789,,,,34,10017.538,12508.14282,1,,,,,,1,,,,,,,,,858,398.5199975,919.9577793,43,7612.782131,15817.17659,,,,1565,219.873176,653.7512649,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
M040_A1,2015/7/20,3,76229.6807,59826.67934,,,,,,,,,,,,,,,,83749,4.095752524,72.47222717,,,,34,9598.881787,10098.86209,5,59169.77897,100839.9683,,,,1,,,,,,,,,860,399.2635717,921.9445594,64,5144.382306,13006.37963,,,,1574,218.9891164,636.0410848,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE
M040_A1,2015/7/21,3,76229.6807,59826.67934,,,,,,,,,,,,,,,,83749,4.068185695,71.98110068,4,14448.38548,16874.78581,23,13017.49182,13741.93388,9,20421.35167,52508.59327,,,,1,,,,,,,,,872,389.0560006,884.3657645,50,6662.499177,18750.58094,,,,1495,226.8304068,648.7245307,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE
M040_A1,2015/7/22,3,114991.38,114673.7144,,,,,,,,,,,,,1,,,31476,10.95175209,124.164678,17,6901.444549,14733.32064,22,15454.73285,16627.61812,12,21373.4439,45970.13187,,,,,,,,,,,,,870,391.077736,850.946239,71,3993.777396,14009.45653,,,,1430,238.2909835,674.4572598,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
M040_A1,2015/7/23,2,317.665579,0,,,,,,,,,,,,,2,135545.9019,0,8276,41.33354265,218.2981257,17,6901.444549,14733.32064,18,17710.87247,18086.79483,16,20297.92914,39737.15427,,,,,,,,,,,,,881,388.6762097,813.0877697,84,3702.656749,13167.6155,,,,1401,243.8920214,685.6458776,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
M040_A1,2015/7/24,3,85850.79644,85533.13086,,,,,,,,,,,,,2,135545.9019,0,7948,43.23762995,219.096412,17,6901.444549,14733.32064,20,15524.93301,16769.47221,14,19762.94606,24753.50295,,,,1,,,,,,,,,900,382.2129526,798.1796334,73,3568.31929,8808.508814,,,,4438,77.21410314,394.9765476,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
M040_A1,2015/7/25,4,78316.31107,70645.6976,,,,,,,,,,,,,2,135545.9019,0,9409,36.57365087,205.159941,14,25676.27293,73259.99538,23,14157.15548,14604.61959,9,30928.49225,25788.57301,,,,1,,,,,,,,,899,383.1680482,798.2053007,61,4825.403312,9636.001838,,,,5610,61.29437303,357.2614577,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
M040_A1,2015/7/26,6,37341.09505,28618.8003,1,,,,,,,,,,,,1,,,9263,37.19995939,198.7635673,1,,,22,15341.78931,14013.4032,7,55072.56452,61779.95865,,,,1,,,,,,,,,938,364.1640988,733.0315969,51,6608.713725,12484.44258,,,,10521,32.7666749,237.3772371,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
M040_A1,2015/7/27,8,35975.5442,24379.3791,1,,,,,,,,,,,,,,,11265,30.54978905,182.3451664,2,149428.5677,0,22,14791.07071,14818.11451,3,102273.7364,76566.88292,,,,1,,,,,,,,,969,353.9119255,692.2756409,35,8689.750918,14727.82336,,,,15239,22.3963082,176.6192378,,,,,,,2,9182.769643,0,,,,,,,,,,,,,,,,,,,FALSE
M040_A1,2015/7/28,8,40973.9566,31888.71669,1,,,,,,,,,,,,,,,12306,27.8821001,166.4787603,4,77886.11211,50910.38838,19,16461.46618,16557.83634,1,,,,,,,,,,,,,,,976,350.135483,684.7926133,25,11659.2003,19333.52881,,,,12225,28.1268648,211.8921852,,,,,,,2,9182.769643,0,,,,,,,,,,,,,,,,,,,FALSE
M040_A1,2015/7/29,10,33573.97091,27617.83124,3,115569.9942,115555.0735,,,,,,,,,,,,,11082,31.04160704,193.0393143,3,42114.88432,7004.231143,16,17299.17461,17641.45132,5,46663.36469,75481.23783,,,,,,,,,,,,,805,422.3262234,1757.085263,38,8701.281612,16605.8458,,,,11110,30.74536335,216.4300014,,,,,,,2,9182.769643,0,,,,,,,,,,,,,,,,,,,FALSE
M040_A1,2015/7/30,8,44290.27326,25185.00587,2,14.920761,0,,,,,,,,,,,,,10521,32.66889142,224.028411,3,42114.88432,7004.231143,11,27396.9709,27519.53937,4,3098.01859,2190.622437,,,,,,,,,,,,,609,563.2761722,2118.556771,30,10492.43762,18046.24344,,,,6129,56.37185861,316.4692657,,,,,,,2,9182.769643,0,,,,,,,,,,,,,,,,,,,FALSE
M040_A1,2015/7/31,8,39572.51088,14799.97269,6,25813.44707,51550.7303,,,,,,,,,,,,,10523,32.66215569,242.6291929,2,49119.11546,0,9,40510.20955,27148.66074,7,42557.41914,67559.60252,,,,,,,1,,,,,,408,844.3780908,2796.956942,54,6056.753503,11818.65156,,,,1159,296.0572289,770.4837577,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
M040_A1,2015/8/1,9,39710.20489,16749.57628,6,25813.44707,51550.7303,,,,,,,,,,,,,10531,32.72636579,265.7329706,9,4796.767859,8495.816403,24,13475.44292,26689.69402,12,29040.91105,54804.54737,,,,,,,1,,,,,,228,1494.238613,4076.767605,69,4706.490651,9544.509259,,,,1002,344.9643573,833.8154051,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
M040_A1,2015/8/2,9,39152.64695,17726.96522,7,38255.36474,66803.96052,,,,,,,,,,,,,9914,34.80954438,264.8936135,47,2389.12185,5102.632347,30,10855.10814,22271.44278,16,15604.14067,21360.09963,,,,,,,1,,,,,,233,1463.794676,3024.333932,91,3712.838793,8700.191883,,,,962,359.0745058,835.4466251,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
M040_A1,2015/8/3,13,25484.02479,22504.42781,7,38255.36474,66803.96052,,,,,,,,,,,,,9244,37.16477359,266.4675305,47,2389.12185,5102.632347,28,7956.000533,20152.51109,17,15117.94485,20767.3731,,,,,,,1,,,,,,226,1495.737626,3181.354426,94,3154.327241,7709.59505,,,,1046,328.9127896,812.9350707,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
M040_A1,2015/8/4,14,22513.30649,18299.93952,4,55276.52078,49004.87805,,,,,,,,,,,,,8885,38.58655529,247.2356706,47,2389.12185,5102.632347,26,11142.03581,38031.55401,15,20090.01908,41317.44983,,,,1,,,,,,,,,196,1718.946723,4081.906535,98,3421.420919,8479.698472,,,,1346,254.7591128,656.714677,,,,,,,1,,,,,,,,,,,,,,,,,,,,,FALSE
M040_A1,2015/8/5,14,24960.06246,23211.04152,4,55276.52078,49004.87805,,,,,,,,,,,,,8118,42.50619123,250.3916744,38,1918.001402,3898.475138,15,17192.86101,47492.73788,14,20757.21853,41741.48859,,,,1,,,,,,,,,156,2134.672685,4479.326152,127,2427.605104,5687.157257,,,,1424,241.2293716,610.2179127,,,,,,,1,,,,,,,,,,,,,,,,,,,,,FALSE
M040_A1,2015/8/6,12,27158.12355,24229.36493,1,,,,,,,,,,,,,,,8231,41.57283201,266.4214377,,,,8,4022.928966,9711.845981,10,32928.21951,55653.28381,,,,1,,,,,,,,,138,2484.812917,4913.751801,101,3019.415607,9348.566036,,,,1720,179.1107141,522.8529422,,,,,,,1,,,,,,,,,,,,,,,,,,,,,FALSE
M040_A1,2015/8/7,8,45238.89328,25430.4784,1,,,,,,,,,,,,,,,9522,36.20513113,255.3790321,,,,9,22433.90761,49550.77095,9,16768.98875,33680.29619,,,,1,,,,,,,,,145,2296.425392,4924.546577,92,3169.779435,11507.8901,,,,1368,241.8360215,2688.311746,,,,,,,1,,,,,,,,,,,,,,,,,,,,,FALSE
M040_A1,2015/8/8,9,39746.33386,26724.71479,,,,,,,,,,,,,,,,9055,38.10864867,287.3589566,,,,10,34481.8041,60500.22239,8,17235.45272,35981.57038,,,,,,,1,,,,,,178,1914.20357,3967.502336,70,4841.257979,14790.50823,,,,983,339.1439301,3951.746621,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
M040_A1,2015/8/9,7,32481.31563,25326.32726,,,,1,,,,,,,,,,,,8736,39.21788437,306.3133931,,,,4,67621.11969,54720.76689,4,23.97688067,5.570905482,,,,,,,1,,,,,,170,2014.952487,3846.964954,41,7337.416204,15411.10282,,,,679,482.1859855,4955.242413,28,2470.475223,2910.976052,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
M040_A1,2015/8/10,6,21776.75475,9065.411202,,,,1,,,,,,,,,,,,8357,40.77728844,305.1469997,,,,4,67621.11969,54720.76689,2,29719.1685,0,,,,,,,1,,,,,,154,2203.960142,4324.634596,54,5375.998676,9006.892355,,,,71,3959.987314,10808.75147,125,1232.567567,1864.995944,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
M040_A1,2015/8/11,6,61067.73097,79301.75003,,,,1,,,,,,,,,,,,7684,44.96003958,328.0709726,,,,14,21970.94003,48771.65158,9,16263.63167,16971.95416,,,,,,,1,,,,,,164,2041.956411,3822.578847,88,3795.134782,6602.615766,,,,75,3710.790267,7709.827004,125,1232.567567,1864.995944,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
M040_A1,2015/8/12,7,21589.75457,12408.4534,,,,1,,,,,,,,,1,,,7820,43.72905909,316.9208842,,,,14,22791.63111,49443.67656,10,15146.75804,16310.15739,,,,,,,,,,,,,146,2334.831631,4432.881501,85,3853.078419,7630.254832,,,,75,4203.050818,8536.059404,125,1232.567567,1864.995944,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
