Machine,Date,count,vMean,vStd,count,vMean,vStd,count,vMean,vStd,count,vMean,vStd,count,vMean,vStd,count,vMean,vStd,count,vMean,vStd,count,vMean,vStd,count,vMean,vStd,count,vMean,vStd,count,vMean,vStd,count,vMean,vStd,count,vMean,vStd,count,vMean,vStd,count,vMean,vStd,count,vMean,vStd,count,vMean,vStd,count,vMean,vStd,count,vMean,vStd,count,vMean,vStd,count,vMean,vStd,count,vMean,vStd,count,vMean,vStd,count,vMean,vStd,count,vMean,vStd,count,vMean,vStd,count,vMean,vStd,result
M040_A1,2015/7/9,3,383.692859,112.250151,,,,,,,,,,,,,,,,5992,28.76234168,148.4871292,,,,9,16782.13109,13280.77638,11,16251.54931,34228.7356,,,,,,,,,,,,,452,380.8570923,737.4771414,47,3566.089052,11588.19944,,,,247,613.1975853,3329.742525,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
M040_A1,2015/7/10,3,383.692859,112.250151,,,,,,,,,,,,,,,,4590,37.539073,148.3830117,,,,13,7348.737146,5460.769172,10,8530.414316,12469.5491,,,,,,,,,,1,,,460,370.3013781,701.5556083,42,2862.846329,5357.499083,,,,570,273.151684,813.045877,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
M040_A1,2015/7/11,,,,,,,,,,,,,,,,,,,4044,42.45940754,184.6058479,,,,10,17567.97419,26263.35784,4,50950.84912,34744.19493,,,,1,,,,,,1,,,472,363.7610138,689.0431456,26,6235.990178,12662.93252,,,,647,267.1719251,781.7284386,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE
M040_A1,2015/7/12,2,22.455864,0,,,,,,,,,,,,,1,,,4792,35.72912577,197.1932929,,,,11,9299.52781,10616.58501,5,10239.15643,7088.510186,,,,1,,,1,,,,,,451,380.3557695,719.771008,26,4325.820187,7078.534637,,,,913,188.9286882,663.7649768,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
M040_A1,2015/7/13,3,45697.71045,45675.25458,,,,,,,,,,,,,1,,,5294,32.41074314,188.3663742,,,,32,4750.307115,7849.458833,17,8991.161111,17139.18839,,,,1,,,1,,,,,,443,388.1223175,760.0731577,137,1123.878241,3120.694502,,,,1014,169.6425249,580.2042322,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE
M040_A1,2015/7/14,1,,,,,,,,,,,,,,,,,,4162,41.02329671,233.7571418,,,,26,6252.713813,10919.37178,17,9356.167483,24446.40897,,,,2,96861.21416,0,,,,,,,425,400.8868708,861.5452514,133,1232.132491,4167.416301,,,,737,234.0823925,694.472921,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE
M040_A1,2015/7/15,,,,,,,,,,,,,,,,,,,4042,42.68394528,257.2687818,,,,9,18066.12944,20615.62529,4,10.59820667,0.669311937,,,,1,,,,,,,,,423,408.7341786,873.2871887,25,6526.227211,12739.32902,,,,668,256.7417766,743.8757783,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
M040_A1,2015/7/16,1,,,,,,,,,,,,,,,,,,5104,33.49678945,203.270172,,,,10,10763.90994,14524.33499,,,,,,,,,,,,,,,,450,376.532742,754.5359594,8,8694.132632,11274.20342,,,,708,240.6755549,688.7664875,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE
M040_A1,2015/7/17,1,,,,,,,,,,,,,,,,,,5082,32.91099677,170.1085226,,,,16,10273.81988,14802.63663,1,,,,,,,,,,,,,,,441,378.3692875,732.4791947,33,4339.863356,12807.8773,,,,791,214.1378733,578.6674398,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
M040_A1,2015/7/18,2,16403.00136,0,,,,,,,,,,,,,,,,57026,3.026046808,56.7587038,,,,21,7304.251408,8491.130645,1,,,,,,1,,,,,,,,,428,386.9487779,827.2934679,36,3962.553911,6596.232294,,,,840,196.5670821,493.9364518,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE
M040_A1,2015/7/19,3,76229.6807,59826.67934,,,,,,,,,,,,,,,,79522,2.098947605,50.23628932,,,,18,9038.102705,9985.012349,,,,,,,1,,,,,,,,,417,398.5247287,993.333094,10,17482.65034,20509.85022,,,,774,215.4957575,664.3973355,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
M040_A1,2015/7/20,1,,,,,,,,,,,,,,,,,,26723,6.37866403,97.86849324,,,,13,13268.22738,11737.57665,4,950.731385,659.9943803,,,,,,,,,,,,,432,385.8081565,855.5453342,28,4347.73982,13764.57502,,,,734,228.9644144,638.5861082,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE
M040_A1,2015/7/21,,,,,,,,,,,,,,,,,,,4227,40.79776718,230.9117647,4,14448.38548,16874.78581,5,28957.13708,17021.71379,9,20421.35167,52508.59327,,,,,,,,,,,,,455,377.9855527,770.4129986,40,4207.359092,17650.68657,,,,721,237.3098612,630.1029518,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE
M040_A1,2015/7/22,2,317.665579,0,,,,,,,,,,,,,1,,,4753,36.0869829,214.2446872,17,6901.444549,14733.32064,9,14433.56959,19049.94683,8,10416.88143,17397.88633,,,,,,,,,,,,,438,390.8303053,839.6689409,43,1742.042276,5298.221903,,,,696,245.0871789,706.1590421,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
M040_A1,2015/7/23,2,317.665579,0,,,,,,,,,,,,,2,135545.9019,0,4049,41.57337123,203.3148389,13,4894.473178,14134.97635,13,11395.63434,14344.82035,7,22131.47723,15622.53219,,,,,,,,,,,,,426,395.9741317,852.910675,44,3139.057747,7146.987562,,,,680,246.9151754,733.2203922,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
M040_A1,2015/7/24,1,,,,,,,,,,,,,,,1,,,3195,53.49961387,224.7481145,,,,11,14322.7367,14089.79057,6,30318.95356,30061.07806,,,,1,,,,,,,,,462,370.6676084,754.0539728,30,5227.416106,10780.23944,,,,3742,45.65901198,292.6652618,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
M040_A1,2015/7/25,2,63247.34034,0,,,,,,,,,,,,,,,,5360,31.93847233,196.6649007,1,,,10,15265.51454,13266.9511,2,25706.85352,0,,,,1,,,,,,,,,473,360.7894003,707.7855946,17,7216.019403,11144.11444,,,,4930,34.07867816,228.8123324,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
M040_A1,2015/7/26,5,30864.53373,28531.83188,1,,,,,,,,,,,,,,,6068,28.10977287,178.6746708,1,,,11,15330.99219,14220.47107,1,,,,,,,,,,,,,,,476,348.4433304,682.4857636,21,8405.980223,14639.03371,,,,6779,25.30677046,198.0693452,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
M040_A1,2015/7/27,6,23359.15099,16361.4966,1,,,,,,,,,,,,,,,5905,29.11457639,167.764792,1,,,12,11921.53237,14107.97086,1,,,,,,,,,,,,,,,496,345.9233437,677.0419019,18,6822.117724,11459.49597,,,,10309,16.53317587,142.08678,,,,,,,2,9182.769643,0,,,,,,,,,,,,,,,,,,,FALSE
M040_A1,2015/7/28,3,67419.69775,30816.52936,,,,,,,,,,,,,,,,6238,27.48900757,153.1044723,3,42114.88432,7004.231143,8,14124.05531,17304.95902,,,,,,,,,,,,,,,,500,343.5850521,663.0245014,4,22928.15326,32223.96225,,,,5446,31.6008846,227.8847828,,,,,,,2,9182.769643,0,,,,,,,,,,,,,,,,,,,FALSE
M040_A1,2015/7/29,4,29044.58538,15934.68397,2,14.920761,0,,,,,,,,,,,,,5177,33.1663522,218.2579954,2,49119.11546,0,4,28796.51652,19630.22017,4,3098.01859,2190.622437,,,,,,,,,,,,,309,542.9803757,2701.323184,20,7235.368261,15032.91722,,,,801,212.1589672,593.695394,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
M040_A1,2015/7/30,5,34146.66207,16022.25238,2,14.920761,0,,,,,,,,,,,,,4283,39.92589527,297.8485303,,,,3,65241.0087,23268.82078,4,3098.01859,2190.622437,,,,,,,,,,,,,109,1571.832025,4689.509983,26,6803.159239,10016.47337,,,,683,252.9182221,663.8861549,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
M040_A1,2015/7/31,4,47813.33736,7920.630781,4,45.80470667,19.52578065,,,,,,,,,,,,,5346,31.93104003,263.5168423,,,,5,37295.57434,22267.86229,3,29542.30147,27456.20834,,,,,,,1,,,,,,99,1718.908988,2826.100113,34,4820.000654,9033.858683,,,,358,478.8264771,1037.677269,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
M040_A1,2015/8/1,4,46091.13564,17906.18714,4,45.80470667,19.52578065,,,,,,,,,,,,,6248,27.46855249,239.8006347,9,4796.767859,8495.816403,21,6071.961804,18522.53113,8,17598.5871,27120.49655,,,,,,,1,,,,,,119,1408.301531,3435.907494,43,3040.848547,8663.432945,,,,319,542.041834,1089.1333,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
M040_A1,2015/8/2,5,27817.68254,17407.47649,3,23346.0608,23314.2507,,,,,,,,,,,,,4568,37.28808349,259.6139692,47,2389.12185,5102.632347,25,3902.09309,14008.79957,13,9269.432832,13380.82568,,,,,,,,,,,,,134,1239.941772,3130.605924,57,2869.770019,8371.965985,,,,604,282.8547528,665.9462712,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
M040_A1,2015/8/3,9,15435.67893,18334.08096,3,23346.0608,23314.2507,,,,,,,,,,,,,2996,57.00574127,313.3018987,38,1918.001402,3898.475138,7,4606.481727,10223.05261,9,9807.811713,10322.26941,,,,,,,,,,,,,107,1515.862001,2774.984052,51,2651.955913,5420.616837,,,,727,235.4538985,634.8414255,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
M040_A1,2015/8/4,9,19733.5986,19255.06336,1,,,,,,,,,,,,,,,4317,39.65721984,232.5958309,,,,1,,,2,162202.0656,0,,,,1,,,,,,,,,62,2716.169133,5501.318194,41,4086.722085,8655.510412,,,,742,229.4133282,645.0336207,,,,,,,1,,,,,,,,,,,,,,,,,,,,,FALSE
M040_A1,2015/8/5,5,39771.52671,24617.92501,1,,,,,,,,,,,,,,,5122,33.68069421,202.8700746,,,,8,4022.928966,9711.845981,5,7294.820407,5183.504122,,,,1,,,,,,,,,49,3117.366077,6237.167624,76,1705.883216,3105.201567,,,,697,243.1469983,573.7113476,,,,,,,1,,,,,,,,,,,,,,,,,,,,,FALSE
M040_A1,2015/8/6,3,61541.38854,17297.60353,,,,,,,,,,,,,,,,3914,43.60639647,299.3053593,,,,7,58.17575933,71.19342737,8,17235.45272,35981.57038,,,,,,,,,,,,,76,2169.134888,4257.592631,60,2201.288067,9765.636768,,,,978,137.6742529,388.9122832,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
M040_A1,2015/8/7,3,56671.18056,29332.93951,,,,,,,,,,,,,,,,4400,38.51712351,302.4960156,,,,1,,,4,23.97688067,5.570905482,,,,,,,,,,,,,96,1738.382523,3808.193799,16,5653.283051,19685.62087,,,,671,236.9339086,3794.066089,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
M040_A1,2015/8/8,6,21776.75475,9065.411202,,,,,,,,,,,,,,,,5141,33.3306778,274.599228,,,,3,79338.21209,63872.31584,,,,,,,,,,1,,,,,,102,1696.941613,3735.067454,10,13892.56132,17635.78182,,,,5,25255.33502,28382.59385,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
M040_A1,2015/8/9,4,17557.97265,9595.951675,,,,1,,,,,,,,,,,,4336,39.77578536,310.0086211,,,,3,29826.41557,14360.51932,,,,,,,,,,1,,,,,,74,2219.183441,3671.15937,25,6319.378254,6922.868146,,,,8,13543.5404,8070.53771,28,2470.475223,2910.976052,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
M040_A1,2015/8/10,,,,,,,1,,,,,,,,,,,,3216,52.1633105,346.9470978,,,,1,,,2,29719.1685,0,,,,,,,,,,,,,52,3151.717025,5187.510463,44,3581.834694,4060.404471,,,,66,2383.570712,6422.865274,125,1232.567567,1864.995944,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
M040_A1,2015/8/11,2,34220.07855,0,,,,,,,,,,,,,,,,3348,51.37489782,349.5903408,,,,11,4199.444082,9916.332687,9,16263.63167,16971.95416,,,,,,,,,,,,,90,1623.731614,2979.949833,63,2747.308373,6224.675537,,,,67,2406.6567,6578.614521,97,850.4779967,1192.453633,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
M040_A1,2015/8/12,7,21589.75457,12408.4534,,,,,,,,,,,,,1,,,4604,36.44783112,278.4573549,,,,13,9359.687997,17406.26335,8,7989.331428,8951.32803,,,,,,,,,,,,,94,1803.971787,3820.183219,41,3149.824791,8023.607887,,,,9,16078.15276,10160.55637,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
M040_A1,2015/8/13,6,19393.27578,12603.70801,,,,,,,,,,,,,2,113168.2061,0,5662,30.51769003,233.7277317,,,,9,8822.0412,16519.45674,2,130206.9254,0,,,,,,,,,,,,,61,2313.2187,5110.294688,19,9366.581786,15130.20027,,,,5,35622.85635,18566.76471,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
M040_A1,2015/8/14,3,47310.04404,23868.161,2,4452.139959,0,,,,,,,,,,1,,,4407,38.18502897,209.8743453,,,,9,10385.37022,21378.43129,5,19617.07871,20097.67613,,,,,,,,,,,,,50,3169.14358,7191.84293,32,4229.77517,9077.314108,,,,6,26004.44463,25331.329,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
M040_A1,2015/8/15,4,48370.6162,39604.08088,2,4452.139959,0,,,,,,,,,,,,,3310,51.53329275,220.9251492,,,,4,43606.12095,42920.5084,4,10981.41693,15500.22032,,,,,,,1,,,,,,37,4648.094788,11608.21507,21,6403.679121,16265.90836,,,,9,20369.36949,21104.72026,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
M040_A1,2015/8/16,3,52897.75308,35498.28031,,,,,,,,,,,,,,,,3823,44.83593651,228.5731949,,,,4,35446.23069,13140.66128,4,6.283320667,2.709292531,,,,,,,1,,,,,,40,2781.817319,5588.033374,20,5597.722131,15575.99469,,,,9,17751.0157,9202.251815,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
