Machine,Date,count,vMean,vStd,count,vMean,vStd,count,vMean,vStd,count,vMean,vStd,count,vMean,vStd,count,vMean,vStd,count,vMean,vStd,count,vMean,vStd,count,vMean,vStd,count,vMean,vStd,count,vMean,vStd,count,vMean,vStd,count,vMean,vStd,count,vMean,vStd,count,vMean,vStd,count,vMean,vStd,count,vMean,vStd,count,vMean,vStd,count,vMean,vStd,count,vMean,vStd,count,vMean,vStd,count,vMean,vStd,count,vMean,vStd,count,vMean,vStd,count,vMean,vStd,count,vMean,vStd,count,vMean,vStd,result
M040_A1,2015/6/16,6,64499.64961,53270.73272,1,,,,,,,,,,,,65,3573.831637,5501.469595,16451,41.87152797,390.4007018,,,,15,47047.30737,40847.88215,25,25462.80215,47507.57748,,,,1,,,3,243197.7796,242401.703,1,,,78,8891.26351,16335.92447,149,4560.908001,10129.86698,,,,3702,180.59965,1506.110025,,,,,,,1,,,,,,,,,,,,,,,,,,,,,FALSE
M040_A1,2015/6/17,6,112891.2948,146793.9741,1,,,,,,,,,,,,65,3573.831637,5501.469595,17393,39.71392529,371.0433427,,,,16,43664.6495,41334.10861,26,22505.77503,43910.00157,1,,,1,,,3,243197.7796,242401.703,1,,,106,6465.17133,13700.14545,163,4057.37616,9240.528339,,,,3259,202.6897568,1949.924996,,,,,,,1,,,,,,,,,,,,,,,,,,,,,FALSE
M040_A1,2015/6/18,7,101299.849,136487.6079,1,,,,,,,,,,,,56,3448.597308,5226.503881,17339,39.74313169,374.5853115,,,,16,37202.02473,30733.49165,27,22964.40828,43118.32104,1,,,1,,,3,243197.7796,242401.703,,,,109,5594.19305,9981.272841,173,3960.419579,8929.829897,,,,2731,226.2308758,2282.077953,,,,,,,1,,,,,,,,,,,,,,,,,,,,,FALSE
M040_A1,2015/6/19,4,172915.8642,163126.3113,1,,,,,,,,,,,,44,2720.631305,4891.864923,18447,37.45766756,347.3647233,,,,18,36725.49447,28901.45214,28,20580.94795,39359.83778,1,,,1,,,2,796.076608,0,1,,,122,5400.504658,9084.71465,177,3638.208676,7682.123486,,,,2366,291.442025,3557.029454,,,,,,,1,,,,,,,,,,,,,,,,,,,,,FALSE
M040_A1,2015/6/20,3,223171.4656,179828.8456,1,,,,,,,,,,,,11,3341.081469,3172.542058,18180,37.89664913,375.0396407,,,,15,40193.14897,19555.3358,25,27487.1101,47196.86628,1,,,1,,,2,796.076608,0,1,,,124,5365.149427,9023.701405,172,3939.613073,7827.704809,,,,1752,385.4320205,4215.712228,,,,,,,1,,,,,,,,,,,,,,,,,,,,,FALSE
M040_A1,2015/6/21,2,43342.62009,0,1,,,,,,,,,,,,,,,18063,37.9091476,414.10658,,,,15,40193.14897,19555.3358,17,42092.95014,53481.72531,1,,,1,,,2,796.076608,0,1,,,133,5057.547724,9620.338237,142,4776.507899,9050.715382,,,,366,1869.141557,9665.926511,,,,,,,1,,,,,,,,,,,,,,,,,,,,,FALSE
M040_A1,2015/6/22,2,43342.62009,0,1,,,,,,,,,,,,,,,18698,36.88523312,394.1426894,,,,14,51949.76543,43913.01638,15,34288.52956,38019.69173,1,,,,,,2,796.076608,0,1,,,127,5359.899576,10451.61495,131,5111.215098,9985.382301,,,,44,13407.20409,24134.39659,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
M040_A1,2015/6/23,3,235326.0765,191983.4564,1,,,,,,,,,,,,,,,19480,35.32247826,403.6214069,,,,13,50206.99803,44276.67307,15,34288.52956,38019.69173,1,,,,,,2,796.076608,0,1,,,120,5467.626218,10568.78059,131,4888.529116,8942.998305,,,,18,34781.52121,37063.81631,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
M040_A1,2015/6/24,3,235326.0765,191983.4564,1,,,,,,,,,,,,,,,19226,35.65850571,360.2725096,,,,15,47203.69709,41739.9735,16,43453.47259,55601.17403,1,,,,,,1,,,1,,,139,4875.675514,10220.66606,130,5216.069166,10546.36686,,,,29,23055.09465,33082.0141,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
M040_A1,2015/6/25,3,335243.1896,92066.34334,1,,,,,,,,,,,,,,,17031,40.48007867,498.1580432,,,,12,59454.92922,43223.84048,17,39816.55164,55557.35708,,,,,,,1,,,1,,,104,6643.804834,13433.47503,154,4433.508755,10244.50848,,,,28,23387.57722,33652.449,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
M040_A1,2015/6/26,2,243176.8463,0,1,,,,,,,,,,,,,,,16586,41.61177114,500.6537141,,,,12,60665.0177,42604.66391,17,42507.70425,58653.2641,,,,,,,3,80231.97754,80058.92661,1,,,102,6749.901335,13801.72549,148,4626.704446,10892.99562,,,,292,2210.440627,10712.01968,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
M040_A1,2015/6/27,4,117586.1707,95075.83956,2,488204.0251,0,,,,,,,,,,,,,16233,42.5390927,502.4727132,,,,14,47104.84389,47059.821,20,31566.14794,49908.44415,,,,,,,10,25768.89663,48982.98432,,,,105,6184.290616,13582.54091,169,4076.801766,10019.76777,,,,915,728.3211615,5943.343505,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
M040_A1,2015/6/28,5,123479.5271,82968.40602,2,488204.0251,0,,,,,,,,,,,,,15419,44.09699675,494.2833337,,,,15,36761.7971,24682.08239,19,31620.26943,51275.50931,,,,,,,10,25768.89663,48982.98432,,,,109,6098.545116,13184.14727,157,4324.332365,10952.98837,,,,1251,516.1838475,4839.055276,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
M040_A1,2015/6/29,8,83910.58267,78653.35985,1,,,,,,,,,,,,,,,16334,42.0359378,478.5885047,,,,16,36050.69524,23993.14139,15,30102.10564,43182.01473,,,,,,,10,25768.89663,48982.98432,,,,117,5168.708071,11182.6567,140,4610.665522,10581.69306,,,,1545,369.5082352,2791.764398,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
M040_A1,2015/6/30,24,28705.74234,57260.23057,1,,,,,,,,,,,,,,,16149,42.70320873,484.7760829,,,,18,37177.18398,25313.17292,37,15969.47245,33480.82567,,,,,,,10,25768.89663,48982.98432,,,,142,4841.902523,11257.82619,219,3135.692032,9043.790051,,,,1954,337.2834215,2499.209633,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
M040_A1,2015/7/1,23,18957.0558,35240.86996,1,,,,,,,,,,,,,,,17693,38.93925936,444.402085,,,,18,37682.42316,25519.68903,39,17424.31088,34506.62588,,,,,,,10,25768.89663,48982.98432,,,,151,4592.528263,10757.5327,228,2959.554534,8500.672996,,,,2459,279.6993461,1971.778353,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
M040_A1,2015/7/2,24,22723.03615,38729.05651,1,,,,,,,,,,,,,,,18295,35.65244363,292.3298833,,,,19,34428.71994,23457.27096,40,14628.61956,32897.37857,,,,,,,31,15211.00443,68293.99157,,,,161,3873.233469,8981.077817,232,2808.982644,7002.097823,,,,2895,224.8474139,1309.380588,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
M040_A1,2015/7/3,23,19375.15588,36198.45227,1,,,,,,,,,,,,,,,19127,36.10626031,308.2511367,,,,20,33722.7899,22678.28247,37,15634.6062,33592.29983,,,,,,,32,18625.91876,69738.54482,,,,181,3760.176256,8726.547417,185,3505.480791,8346.434403,,,,3337,202.6952853,701.6779443,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
M040_A1,2015/7/4,23,19375.15588,36198.45227,1,,,,,,,,,,,,,,,18721,36.8554376,328.5288965,,,,19,33436.04765,23087.44739,38,16897.43476,34749.68133,,,,,,,30,18903.23011,71995.27753,,,,180,3772.029049,9126.841075,201,3401.829463,8144.80293,,,,3438,200.7660866,622.2010051,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
M040_A1,2015/7/5,23,27198.52164,68494.58542,,,,,,,,,,,,,1,,,18898,36.08859424,336.5478551,,,,17,42168.24678,21272.06721,35,17039.27279,33570.16871,,,,,,,24,13010.50757,42285.2323,,,,182,3727.582568,8577.935509,177,3592.044961,8422.236845,,,,3341,206.6337502,641.6673221,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
M040_A1,2015/7/6,22,26884.58613,70090.97777,,,,,,,,,,,,,1,,,19620,34.9504963,349.6617239,,,,16,44226.70126,21078.83627,40,17177.16418,32303.98337,,,,,,,24,13010.50757,42285.2323,,,,174,3868.08156,9325.984052,209,3220.720181,7895.823479,,,,5014,134.6074383,697.2847099,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE
M040_A1,2015/7/7,23,26821.69958,70846.71761,,,,,,,,,,,,,1,,,17948,38.42076927,380.074447,1,,,20,35527.19295,21076.18368,51,13588.42644,27251.18625,,,,,,,24,13010.50757,42285.2323,,,,232,2936.78324,7904.764094,278,2452.785988,7176.120231,,,,4719,135.4023791,971.2111916,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE
M040_A1,2015/7/8,7,72156.15991,117293.6887,,,,,,,,,,,,,1,,,19560,35.20601051,352.5398122,1,,,21,32307.35287,20797.70998,33,18568.43916,30201.53261,,,,,,,24,13010.50757,42285.2323,,,,433,1593.859829,5660.853845,222,2956.774974,7649.773146,,,,4314,156.9769204,1598.018133,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
M040_A1,2015/7/9,10,75533.82238,116906.0674,,,,,,,,,,,,,1,,,18414,37.51986555,354.8199267,1,,,25,28379.51587,21076.7741,38,18345.83074,32342.36553,,,,,,,24,13010.50757,42285.2323,,,,639,1082.43255,4387.169007,226,3016.871703,8768.008643,,,,4050,170.04087,1719.347171,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
M040_A1,2015/7/10,9,44963.51627,83453.66757,,,,,,,,,,,,,1,,,18017,38.33822286,353.1737428,1,,,29,22401.94184,21387.84401,37,17519.24156,27285.30395,,,,,,,2,174236.3096,0,1,,,836,802.0734599,3464.932739,233,2741.90584,8076.211041,,,,3926,176.0175585,1752.127283,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
M040_A1,2015/7/11,9,44963.51627,83453.66757,,,,,,,,,,,,,1,,,17305,39.68858512,339.9783824,1,,,29,23882.943,24145.50275,37,18065.98311,28689.16529,,,,1,,,1,,,1,,,1046,647.4386402,2927.037733,232,2954.062432,8601.398265,,,,3803,181.732148,1787.131608,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE
M040_A1,2015/7/12,11,59407.00192,95662.38084,,,,,,,,,,,,,2,587082.088,0,18727,36.85898143,312.1161955,1,,,37,17730.94042,19745.25578,39,15708.65986,25620.14895,,,,1,,,2,572152.6732,0,1,,,1254,545.3621531,2245.123478,224,3018.840149,8792.404068,,,,4030,171.3437824,1735.116179,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
M040_A1,2015/7/13,10,63648.48812,98527.72391,,,,,,,,,,,,,1,,,18566,36.98073673,285.8380505,1,,,58,11560.11876,16815.72309,49,13812.84777,24706.33898,,,,2,125600.2199,0,1,,,1,,,1461,470.2379326,1925.31433,325,2079.212525,7090.586419,,,,3923,176.0501386,1759.6801,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE
M040_A1,2015/7/14,10,63648.48812,98527.72391,,,,,,,,,,,,,1,,,18589,36.96150879,261.1996297,1,,,59,11101.74986,15738.4398,48,14099.52817,27149.96572,,,,3,111230.7171,14369.50289,1,,,1,,,1646,402.7675964,846.0592799,308,2159.514743,7104.506988,,,,2226,294.9593205,1979.511795,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE
M040_A1,2015/7/15,6,65300.44796,91589.919,,,,,,,,,,,,,1,,,19372,35.65903134,193.8999823,,,,60,11055.46394,16362.96731,36,17185.57449,30594.60668,,,,3,111230.7171,14369.50289,1,,,1,,,1790,385.8575046,765.339009,235,2913.829276,8547.918254,,,,2576,260.3970715,1227.179517,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
M040_A1,2015/7/16,7,89407.27416,99480.09717,,,,,,,,,,,,,1,,,18648,37.04366851,198.8730386,,,,60,10500.6033,16378.77605,32,14163.37383,26954.1194,,,,3,111230.7171,14369.50289,1,,,1,,,1786,384.8281394,764.3944325,209,2817.8639,7720.520418,,,,2928,229.8216843,709.3768394,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE
M040_A1,2015/7/17,4,100445.6087,85938.83859,,,,,,,,,,,,,1,,,18462,37.2395681,201.3479911,,,,67,10152.63121,16209.9851,26,24767.02889,46598.40749,,,,3,111230.7171,14369.50289,1,,,1,,,1779,386.4899689,767.0632665,221,3042.940876,8743.497496,,,,3120,220.5740381,664.559459,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
M040_A1,2015/7/18,6,98787.62672,83599.44789,,,,,,,,,,,,,1,,,71084,9.704169012,108.1058421,,,,68,9502.190852,13619.32762,23,21196.50795,46868.56152,,,,4,183539.308,102930.6549,1,,,,,,1754,389.3393752,795.8507944,203,3077.575211,8506.559501,,,,3198,213.7901477,638.4207635,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE
M040_A1,2015/7/19,7,104999.0823,77569.1131,,,,,,,,,,,,,1,,,93940,7.344337397,97.4255451,,,,75,9082.115329,12941.09432,22,21429.74996,47959.02599,,,,3,212508.852,115647.6378,1,,,,,,1724,400.3623313,872.2207615,205,3324.070736,9508.742993,,,,3247,212.4528593,653.1820629,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
M040_A1,2015/7/20,5,134649.7682,73108.46048,,,,,,,,,,,,,,,,93015,7.395031671,98.11741591,,,,70,9745.368619,13228.02826,22,28090.7875,65645.03892,,,,3,212508.852,115647.6378,,,,,,,1735,396.6790492,870.6017512,205,3299.884845,10426.53933,,,,3019,228.7359406,664.1942134,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE
M040_A1,2015/7/21,4,109552.5559,67874.7552,,,,,,,,,,,,,,,,92873,7.441378598,100.140855,4,14448.38548,16874.78581,48,13267.8136,15477.34587,14,46212.17473,84911.76595,,,,2,328156.4897,0,,,,,,,1736,397.8615477,874.1522135,108,6341.549032,16035.86755,,,,2954,233.4317024,670.6692306,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE
M040_A1,2015/7/22,6,111728.0855,89617.59391,,,,,,,,,,,,,1,,,93606,7.355737309,97.22794445,17,6901.444549,14733.32064,53,12005.14875,14518.6321,13,39077.90039,73383.06466,,,,1,,,,,,,,,1748,393.7271247,863.6634693,115,5453.440464,14850.67696,,,,2978,231.4966864,667.362614,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
M040_A1,2015/7/23,6,111728.0855,89617.59391,,,,,,,,,,,,,2,135545.9019,0,92880,7.383596344,94.34345703,17,6901.444549,14733.32064,52,12717.10023,14954.97721,17,33643.49117,64435.32984,,,,1,,,,,,,,,1739,394.155783,867.6150718,127,5016.579061,14177.19984,,,,2966,231.6269088,669.3704223,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
M040_A1,2015/7/24,6,110765.2097,88943.0606,,,,,,,,,,,,,2,135545.9019,0,91697,7.518222405,95.71720003,17,6901.444549,14733.32064,54,12482.9987,14112.86718,19,36274.16297,62104.68481,,,,2,552446.1384,0,,,,,,,1760,391.8972406,862.5448139,137,4926.652508,13131.04339,,,,6012,114.6930903,475.1171077,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
M040_A1,2015/7/25,7,102845.5648,83102.30984,,,,,,,,,,,,,2,135545.9019,0,93158,7.36522234,94.99246544,18,22675.35192,64694.3609,46,14363.35361,14947.07123,18,24653.41245,40658.58563,,,,2,552446.1384,0,,,,,,,1771,387.0583624,842.5304396,111,5674.91528,14427.41226,,,,7105,96.51113345,441.5448162,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
M040_A1,2015/7/26,9,73509.02031,79022.91126,1,,,,,,,,,,,,2,135545.9019,0,40739,16.9497461,145.0917841,18,22675.35192,64694.3609,44,15883.83184,15518.83099,19,33219.36839,52996.84682,,,,1,,,,,,,,,1808,377.9784984,792.7097785,122,5307.092976,13623.64016,,,,11951,57.46244835,329.5632119,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
M040_A1,2015/7/27,10,47058.93359,50179.47756,1,,,,,,,,,,,,2,135545.9019,0,19541,35.35238059,201.1481256,19,29717.19724,69251.92609,40,16641.47422,16557.05553,19,33219.36839,52996.84682,,,,1,,,,,,,,,1850,373.2423541,761.6330139,119,5439.495309,14114.46961,,,,16640,41.52260977,275.454838,,,,,,,2,9182.769643,0,,,,,,,,,,,,,,,,,,,FALSE
M040_A1,2015/7/28,11,52176.66294,50019.01993,1,,,,,,,,,,,,2,135545.9019,0,20254,34.06038375,190.2706481,21,30956.96595,65840.6068,39,16234.7475,16525.07349,15,31125.63701,47406.84287,,,,1,,,,,,,,,1876,367.9066408,748.4720833,98,5643.925883,12747.21857,,,,16663,41.33882709,274.3686709,,,,,,,2,9182.769643,0,,,,,,,,,,,,,,,,,,,FALSE
M040_A1,2015/7/29,14,46838.4912,45586.43189,3,115569.9942,115555.0735,,,,,,,,,,2,135545.9019,0,20491,33.63196909,198.840737,17,35465.61777,72539.32317,39,16132.39573,16335.82185,14,47147.8474,60484.28783,,,,1,,,,,,,,,1704,402.0536011,1339.463553,99,6892.763651,14075.21417,,,,16720,41.16439635,273.1913575,,,,,,,2,9182.769643,0,,,,,,,,,,,,,,,,,,,FALSE
M040_A1,2015/7/30,14,40404.42722,26060.61659,3,115569.9942,115555.0735,,,,,,,,,,1,,,19784,34.84411217,212.7145617,4,77886.11211,50910.38838,33,20008.60521,20373.17979,11,51708.88459,67719.98519,,,,1,,,,,,,,,1547,445.0945965,1452.750535,81,8470.413999,15295.35071,,,,16650,41.46668617,269.4429117,,,,,,,2,9182.769643,0,,,,,,,,,,,,,,,,,,,FALSE
M040_A1,2015/7/31,16,41804.84085,24699.5311,7,60032.05051,89828.33037,,,,,,,,,,,,,21788,31.58739504,213.6087042,4,77886.11211,50910.38838,31,22555.17917,22157.82269,10,70805.71008,79744.54559,,,,1,,,1,,,,,,1377,499.5122816,1643.592562,89,7783.62373,14558.0113,,,,16398,41.80693457,275.5757712,,,,,,,2,9182.769643,0,,,,,,,,,,,,,,,,,,,FALSE
M040_A1,2015/8/1,17,40194.07527,24201.33152,7,60032.05051,89828.33037,,,,,,,,,,,,,22837,30.17003799,218.1005192,13,51169.83153,96731.32328,43,15496.68769,23030.81564,13,41400.78538,66585.84664,,,,,,,1,,,,,,1204,566.7825221,1927.935903,94,7153.542166,14463.36101,,,,13227,52.17161821,318.1065281,,,,,,,2,9182.769643,0,,,,,,,,,,,,,,,,,,,FALSE
M040_A1,2015/8/2,19,36767.81787,23105.31487,10,65509.67527,86262.93344,,,,,,,,,,,,,20996,32.88258229,229.9616101,50,10941.52802,48698.852,46,14728.79077,23584.69922,21,30384.07125,54077.76301,,,,,,,1,,,,,,1038,662.6051058,2163.292626,129,5317.022095,11870.96682,,,,12072,57.06129455,327.0219421,,,,,,,2,9182.769643,0,,,,,,,,,,,,,,,,,,,FALSE
M040_A1,2015/8/3,21,32933.08971,24681.90365,9,44807.75121,67188.75247,,,,,,,,,,,,,19765,34.87353981,245.2177827,50,10941.52802,48698.852,39,14389.3594,24736.05528,21,21907.35148,42401.7433,,,,,,,1,,,,,,835,818.0666718,2486.134364,124,5039.673728,11568.44666,,,,7175,96.12634592,437.1219842,,,,,,,2,9182.769643,0,,,,,,,,,,,,,,,,,,,FALSE
M040_A1,2015/8/4,22,29913.85685,19602.71219,10,53066.6056,67515.96711,,,,,,,,,,,,,19408,35.58381442,246.4938873,49,10438.00458,49077.11084,35,19841.12282,38380.01907,22,28588.05215,51038.49924,,,,1,,,1,,,,,,604,1136.138511,3298.300828,152,4419.033864,9872.014738,,,,2505,275.1810741,714.8063418,,,,,,,1,,,,,,,,,,,,,,,,,,,,,FALSE
M040_A1,2015/8/5,23,31191.45046,21845.36838,10,53066.6056,67515.96711,,,,,,,,,,,,,18649,37.04510649,259.3414466,47,2389.12185,5102.632347,39,16220.24024,36490.72771,26,25181.13507,47469.73821,,,,1,,,1,,,,,,384,1774.794894,4269.987066,196,3379.274903,7640.496217,,,,2426,284.1170099,712.8158687,,,,,,,1,,,,,,,,,,,,,,,,,,,,,FALSE
M040_A1,2015/8/6,21,31774.70001,22033.4712,8,49809.94703,68016.76942,,,,,,,,,,,,,18145,37.94968805,265.7797152,47,2389.12185,5102.632347,38,14266.46756,34964.36788,26,21529.64373,38263.94567,,,,1,,,1,,,,,,371,1850.312899,3865.027922,192,3370.674747,9035.590827,,,,2682,244.3327982,658.9326192,,,,,,,1,,,,,,,,,,,,,,,,,,,,,FALSE
M040_A1,2015/8/7,21,33219.4912,24909.01409,8,49809.94703,68016.76942,,,,,,,,,,,,,18766,36.77243697,261.2151101,47,2389.12185,5102.632347,37,16088.44268,41235.41638,26,21529.64373,38263.94567,,,,1,,,1,,,,,,371,1858.879851,4085.68415,186,3389.954423,10226.70187,,,,2414,280.730734,2094.175059,,,,,,,1,,,,,,,,,,,,,,,,,,,,,FALSE
M040_A1,2015/8/8,23,28565.06584,23021.38255,4,55276.52078,49004.87805,,,,,,,,,,,,,17940,38.36282287,268.2414849,47,2389.12185,5102.632347,36,17619.95944,45611.50223,23,18882.37169,38747.95651,,,,1,,,1,,,,,,374,1839.293777,4058.317014,168,4039.049767,11522.26983,,,,2329,291.7004477,2615.781673,,,,,,,1,,,,,,,,,,,,,,,,,,,,,FALSE
M040_A1,2015/8/9,21,28180.62454,23828.71796,4,55276.52078,49004.87805,1,,,,,,,,,,,,16854,40.96507246,281.567673,38,1918.001402,3898.475138,19,33048.56508,58524.59452,18,22048.0276,42697.27655,,,,1,,,1,,,,,,326,2114.789482,4225.547203,168,4042.421155,10798.75799,,,,2103,320.0786421,2861.345767,28,2470.475223,2910.976052,,,,1,,,,,,,,,,,,,,,,,,,,,FALSE
M040_A1,2015/8/10,18,29036.89723,24753.17246,1,,,1,,,,,,,,,,,,16588,41.35549656,287.5500846,,,,12,34757.69272,54838.88645,12,60545.93393,101688.9959,,,,1,,,1,,,,,,292,2344.890323,4608.666279,155,4324.722359,11067.99917,,,,1791,381.3411641,3262.172486,125,1232.567567,1864.995944,,,,1,,,,,,,,,,,,,,,,,,,,,FALSE
M040_A1,2015/8/11,14,50067.88635,53484.93783,1,,,1,,,,,,,,,,,,17206,40.15346711,290.1698843,,,,23,27650.18224,54169.83484,18,35540.77015,80376.05687,,,,1,,,1,,,,,,309,2197.741529,4415.272756,180,3774.631167,10224.7658,,,,1443,470.5685976,3765.030949,125,1232.567567,1864.995944,,,,1,,,,,,,,,,,,,,,,,,,,,FALSE
M040_A1,2015/8/12,16,44396.92378,51784.2582,,,,1,,,,,,,,,1,,,16875,40.81210816,301.6967158,,,,24,28296.27722,53452.16045,18,35111.83062,80511.85906,,,,,,,1,,,,,,324,2112.823062,4185.483111,155,4308.96996,11403.00432,,,,1058,629.4330894,4580.818709,125,1232.567567,1864.995944,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
